sector,okved2,year,factoriescap_s,RDcosts_s,RDsalary_s,RDequip_s
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2019.0,0.010607251321196356,0.005809329725182924,0.4911899731494931,0.09751996472452007
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2024.0,0.008135103362207817,0.009650486240266345,0.2907940139797376,0.12745684197499235
Производство прочих транспортных средств и оборудования,30,2017.0,0.04082299048463054,0.2210663700894794,0.3175702184269132,0.02476348673423071
Производство прочих транспортных средств и оборудования,30,2018.0,0.041654105859199035,0.17827594153593057,0.36139820251673416,0.01758296366050496
Производство прочих транспортных средств и оборудования,30,2019.0,0.042414085694442875,0.2941985321792908,0.2831505325126271,0.014645359649293437
Производство прочих транспортных средств и оборудования,30,2020.0,0.039440812196433465,0.39785628519371874,0.24515642126968487,0.010008445090606163
Производство прочих транспортных средств и оборудования,30,2021.0,0.04007909741236786,0.33293684655894296,0.25802821709877344,0.022985097140775967
Производство прочих транспортных средств и оборудования,30,2022.0,0.03339963324040131,0.3532713642773197,0.2556319380293281,0.01775492967141514
Производство прочих транспортных средств и оборудования,30,2023.0,0.039132664455992616,0.2794280565987909,0.26110404325563574,0.01873298499819172
Производство прочих транспортных средств и оборудования,30,2024.0,0.04099960286468014,0.29118558001865585,0.297936827919784,0.029223711492755475
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2017.0,0.008921473474705567,0.12536020801903963,0.12695893209390705,0.007412501963043945
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2018.0,0.009095851117117968,0.017690141626900753,0.5300051195658936,0.021143813673706723
Производство железнодорожных локомотивов и подвижного состава,30.2,2017.0,0.012172906473247603,0.03422376963804076,0.6586193677478505,0.00010492843222311149
Производство железнодорожных локомотивов и подвижного состава,30.2,2018.0,0.014603174000756523,0.024319563197979947,0.6429207625953697,0.0005468306597640056
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2017.0,0.019470516185906783,0.3846631354573176,0.32706302471992793,0.02872607034476438
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2018.0,0.017719017681298445,0.3899694304553661,0.3430026852278604,0.018375640039487745
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2019.0,0.01560998926345042,0.7660714832371965,0.27490921677499053,0.01523204083079807
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2020.0,0.01539615205909526,1.0,0.23783921745317047,0.008741845629451512
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2021.0,0.0161114413849653,0.8060242274481842,0.2511348062038708,0.023592143046626875
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2022.0,0.012985351269057312,0.8892320098084381,0.2492067659068861,0.018130914792185076
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2023.0,0.01471329642694731,0.7253395266370393,0.25327558201056083,0.019135181465686747
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2024.0,0.016572813970389275,0.7061702295313604,0.29064398408033487,0.02969641202462679
Производство прочих готовых изделий,32,2018.0,0.004609016190578954,0.02921315520495075,0.15795363238304144,0.9929103753528217
Производство прочих готовых изделий,32,2021.0,0.00533344638861419,0.0141869731673715,0.5053413196933138,0.26785426512524707
Производство прочих готовых изделий,32,2022.0,0.005178478679531522,0.011473402156407303,0.5987442014055097,0.3048129332285467
Производство прочих готовых изделий,32,2024.0,0.005933446245521302,0.014178411926869501,0.706814904843733,0.1503041876253981
Производство медицинских инструментов и оборудования,32.5,2018.0,0.0007321055126137816,0.18260937564925775,0.15678618699952887,1.0
Производство медицинских инструментов и оборудования,32.5,2021.0,0.0013263194599260311,0.02358818951599481,0.4864819793321033,0.0249480797674673
Производство медицинских инструментов и оборудования,32.5,2022.0,0.0013323420830540329,0.01670974006689378,0.6803585939061316,0.5081076607351386
