region,okato,year,VDS_r,ITusage_r,AIusage_r,BDusage_r
Республика Мордовия,89,2021,0.03819609260236271,0.14437555358724535,0.12577639751552794,0.12430632630410655
Республика Мордовия,89,2022,0.035792030294872726,0.14595020175179607,0.18012422360248448,0.15760266370699222
Республика Мордовия,89,2023,0.037089757273072656,0.14447396909752977,0.15372670807453417,0.07880133185349611
Республика Мордовия,89,2024,0.0368293853854024,0.15372502706426533,0.18167701863354038,0.05438401775804662
Республика Северная Осетия-Алания,90,2021,0.024833475258878298,0.07518944985729752,0.07763975155279502,0.10173880873103959
Республика Северная Осетия-Алания,90,2022,0.023358941249789347,0.07745300659383919,0.11645962732919254,0.12319644839067703
Республика Северная Осетия-Алания,90,2023,0.024790616494235636,0.07902765475838992,0.11801242236024845,0.06770255271920089
Республика Северная Осетия-Алания,90,2024,0.024819313357930844,0.08404684578289538,0.11335403726708075,0.05549389567147614
Карачаево-Черкесская Республика,91,2021,0.013590326675616835,0.06692254699340616,0.06832298136645963,0.09692933777284499
Карачаево-Черкесская Республика,91,2022,0.013051576791002148,0.06770987107568152,0.11024844720496894,0.10839807621161672
Карачаево-Черкесская Республика,91,2023,0.013619489173606848,0.06692254699340616,0.08850931677018634,0.05475397706252312
Карачаево-Черкесская Республика,91,2024,0.012582390907289685,0.06977659679165436,0.08540372670807453,0.032926378098409176
Республика Татарстан (Татарстан),92,2021,0.44600975097628526,0.6172620805038874,0.7282608695652174,0.7783943766185719
Республика Татарстан (Татарстан),92,2022,0.44013278163704367,0.6254305678574943,0.843167701863354,0.7854236034036256
Республика Татарстан (Татарстан),92,2023,0.434673328052323,0.6418659580749926,0.6040372670807453,0.4110247872733999
Республика Татарстан (Татарстан),92,2024,0.4219729169909364,0.7015057573073517,0.5248447204968945,0.24528301886792453
Республика Тыва,93,2021,0.0116289524954319,0.08434209231374865,0.03881987577639751,0.051424343322234556
Республика Тыва,93,2022,0.01147998322696642,0.08394843027261097,0.06055900621118013,0.05512393636699963
Республика Тыва,93,2023,0.01158719641689496,0.08237378210806023,0.027950310559006212,0.019237883832778396
Республика Тыва,93,2024,0.011732616599031883,0.08316110619033559,0.015527950310559006,0.004439511653718091
Удмуртская Республика,94,2021,0.10913445141863104,0.18256077157760062,0.17701863354037267,0.12060673325934147
Удмуртская Республика,94,2022,0.10230060936641651,0.19860249975396121,0.2360248447204969,0.15760266370699222
Удмуртская Республика,94,2023,0.10376828149459034,0.1989961617950989,0.14285714285714285,0.07658157602663707
Удмуртская Республика,94,2024,0.10826275485670786,0.21179017813207363,0.18322981366459629,0.048094709581945984
Республика Хакасия,95,2021,0.039535049153178015,0.11465406948135026,0.10559006211180125,0.12652608213096558
Республика Хакасия,95,2022,0.0365066693258395,0.11711445723846078,0.09937888198757763,0.10210876803551609
Республика Хакасия,95,2023,0.03520175135659012,0.11809861234130499,0.11956521739130435,0.06548279689234185
Республика Хакасия,95,2024,0.030521966467000193,0.1190827674441492,0.10248447204968944,0.027007029226785054
Чеченская Республика,96,2021,0.03484821327145462,0.12055900009841551,0.16925465838509315,0.26156122826489087
Чеченская Республика,96,2022,0.033103927549030555,0.11544139356362562,0.2996894409937888,0.3477617462079171
Чеченская Республика,96,2023,0.03645380104906976,0.12882590296230687,0.2826086956521739,0.20125786163522014
Чеченская Республика,96,2024,0.041675668974115454,0.1564806613522291,0.26242236024844723,0.17684054753977063
Чувашская Республика - Чувашия,97,2021,0.051279900897050805,0.1875799626021061,0.19409937888198758,0.19755826859045506
Чувашская Республика - Чувашия,97,2022,0.05244965075102483,0.16179509890758784,0.2080745341614907,0.23381428042915278
Чувашская Республика - Чувашия,97,2023,0.05692781626100603,0.1492963291014664,0.15838509316770186,0.1120976692563818
Чувашская Республика - Чувашия,97,2024,0.05450449973755877,0.1554965062493849,0.17701863354037267,0.05475397706252312
Республика Саха (Якутия),98,2021,0.20934326796698996,0.3054817439228422,0.18478260869565216,0.36477987421383645
Республика Саха (Якутия),98,2022,0.2117701406625827,0.30026572187776795,0.13198757763975155,0.317055123936367
Республика Саха (Якутия),98,2023,0.20876489178627797,0.31305973821474264,0.12577639751552794,0.2401035886052534
Республика Саха (Якутия),98,2024,0.19550376165777894,0.3100088573959256,0.12888198757763975,0.025527192008879023
Еврейская автономная область,99,2021,0.009910043768208188,0.050683987796476725,0.043478260869565216,0.07621161672216056
Еврейская автономная область,99,2022,0.008553190572411575,0.0505855722861923,0.06055900621118013,0.07769145394006659
Еврейская автономная область,99,2023,0.009784679122615872,0.047337860446806414,0.04813664596273292,0.03995560488346282
Еврейская автономная область,99,2024,0.008815656560779962,0.05038874126562346,0.031055900621118012,0.012578616352201259
