region,okato,year,VDS_r,ITusage_r,AIusage_r,BDusage_r
Республика Коми,87,2022,0.10227184392844091,0.18415496190213898,0.2514709756740142,0.2979715109989181
Республика Коми,87,2023,0.0955362810434772,0.17433213990636187,0.20483101277738214,0.1531091391885987
Республика Коми,87,2024,0.09268188684244373,0.17947305609106765,0.2051813471502591,0.08425531914893618
Республика Марий Эл,88,2021,0.028575646054440237,0.09685118883686772,0.4320654175772905,0.3098981546838762
Республика Марий Эл,88,2022,0.026786264020844414,0.09813641788304416,0.7106782281634573,0.4319109129629998
Республика Марий Эл,88,2023,0.028567766885747494,0.1002478656017626,0.5343050731651768,0.2114069441197101
Республика Марий Эл,88,2024,0.027400625147007654,0.10483796933810705,0.6067076213896173,0.15734992733912137
Республика Мордовия,89,2021,0.03819609260236271,0.13467364362434592,0.3355796433453066,0.2858112517948049
Республика Мордовия,89,2022,0.035792030294872726,0.13614247681997613,0.475398209063689,0.35845827176080686
Республика Мордовия,89,2023,0.037089757273072656,0.1347654456990728,0.40987350171535064,0.1810604962606528
Республика Мордовия,89,2024,0.0368293853854024,0.14339484072340034,0.45524536763681483,0.11743740975835673
Республика Северная Осетия-Алания,90,2021,0.024833475258878298,0.07013678509134307,0.3977565580663538,0.44916870892280275
Республика Северная Осетия-Алания,90,2022,0.023358941249789347,0.07224823281006151,0.579198240843763,0.5280069750466355
Республика Северная Осетия-Алания,90,2023,0.024790616494235636,0.07371706600569172,0.5752263209854239,0.28438435653533295
Республика Северная Осетия-Алания,90,2024,0.024819313357930844,0.07839897181676306,0.5195240926575336,0.21918132443071403
Карачаево-Черкесская Республика,91,2021,0.013590326675616835,0.062425410814284404,0.39326424870466326,0.48079787234042554
Карачаево-Черкесская Республика,91,2022,0.013051576791002148,0.06315982741209951,0.627206591155561,0.53143400544285
Карачаево-Черкесская Республика,91,2023,0.013619489173606848,0.062425410814284404,0.5094559585492228,0.27159574468085107
Карачаево-Черкесская Республика,91,2024,0.012582390907289685,0.06508767098136418,0.47147335881377117,0.15664405965849412
Республика Татарстан (Татарстан),92,2021,0.44600975097628526,0.5757826126870468,0.454472381569208,0.41861023664785063
Республика Татарстан (Татарстан),92,2022,0.44013278163704367,0.5834021848893785,0.5193079579132747,0.4168737968093476
Республика Татарстан (Татарстан),92,2023,0.434673328052323,0.5987331313687689,0.362501251245287,0.21257070993755997
Республика Татарстан (Татарстан),92,2024,0.4219729169909364,0.6543651886532635,0.28819717032152264,0.11606893402106169
Республика Тыва,93,2021,0.0116289524954319,0.07867437804094372,0.17729638877636775,0.2023970307107922
Республика Тыва,93,2022,0.01147998322696642,0.07830716974203616,0.27787935296940397,0.21797535606495225
Республика Тыва,93,2023,0.01158719641689496,0.07683833654640596,0.13070366037105133,0.07752611911843209
Республика Тыва,93,2024,0.011732616599031883,0.07757275314422106,0.0719256829260815,0.017721264006043055
Удмуртская Республика,94,2021,0.10913445141863104,0.17029284861837876,0.3735094898258453,0.21930263233354363
Удмуртская Республика,94,2022,0.10230060936641651,0.18525658679886164,0.4577866558486574,0.26342597473799634
Удмуртская Республика,94,2023,0.10376828149459034,0.18562379509776922,0.276533263633708,0.12774954226908264
Удмуртская Республика,94,2024,0.10826275485670786,0.19755806481226476,0.3332578924051852,0.07538262279522265
Республика Хакасия,95,2021,0.039535049153178015,0.10694941705682548,0.354751050723832,0.3663281892064652
Республика Хакасия,95,2022,0.0365066693258395,0.1092444689249977,0.3268689859363435,0.2894224924012158
Республика Хакасия,95,2023,0.03520175135659012,0.11016248967226659,0.38998704663212436,0.18406117021276594
Республика Хакасия,95,2024,0.030521966467000193,0.11108051041953548,0.33151201130475744,0.07528486020749077
Чеченская Республика,96,2021,0.03484821327145462,0.11245754154043881,0.5407930633393254,0.7202006079027357
Чеченская Республика,96,2022,0.033103927549030555,0.1076838336546406,1.0,1.0
Чеченская Республика,96,2023,0.03645380104906976,0.12016891581749747,0.8450306170513425,0.5185962973197016
Чеченская Республика,96,2024,0.041675668974115454,0.14596529881575324,0.6459966761169226,0.37514652749899635
Чувашская Республика - Чувашия,97,2021,0.051279900897050805,0.1749747544294501,0.3985913042532717,0.3496137616931973
Чувашская Республика - Чувашия,97,2022,0.05244965075102483,0.15092261085100522,0.495385953632616,0.47971734741419475
Чувашская Республика - Чувашия,97,2023,0.05692781626100603,0.13926374736069036,0.4086535670005909,0.24924543121221898
Чувашская Республика - Чувашия,97,2024,0.05450449973755877,0.14504727806848436,0.43851905292844495,0.1168893078373283
Республика Саха (Якутия),98,2021,0.20934326796698996,0.2849536399522629,0.2330053816569628,0.3963924380346567
Республика Саха (Якутия),98,2022,0.2117701406625827,0.2800881299917378,0.16932357181795488,0.35051674721228476
Республика Саха (Якутия),98,2023,0.20876489178627797,0.29202239970623334,0.1547611872956821,0.2545957714354512
Республика Саха (Якутия),98,2024,0.19550376165777894,0.2891765353896998,0.1601431038736738,0.027334346504559272
Еврейская автономная область,99,2021,0.009910043768208188,0.04727806848434775,0.3304391568992404,0.4991489361702128
Еврейская автономная область,99,2022,0.008553190572411575,0.047186266409620856,0.46114997681498354,0.5098311118470072
Еврейская автономная область,99,2023,0.009784679122615872,0.04415679794363352,0.3917033813406871,0.28018755252797806
Еврейская автономная область,99,2024,0.008815656560779962,0.04700266226016708,0.23741094559585493,0.08286652260638298
