region,okato,year,VDS_r,AIusage_r,BDusage_r
Краснодарский край,3,2024,0.4158844733273572,0.2714710716842106,0.10165587714197144
Камчатский край,30,2021,0.04411780552582681,0.25375410233952067,0.36597478008406636
Камчатский край,30,2022,0.03781305600239873,0.5154924992539945,0.41682856188036094
Камчатский край,30,2023,0.040373295326022574,0.33184721050729005,0.20692726373082634
Камчатский край,30,2024,0.035915298875963585,0.2399889519152571,0.06036105101762198
Кемеровская область - Кузбасс,32,2021,0.22852461708490543,0.44669939291511934,0.49606942288375494
Кемеровская область - Кузбасс,32,2022,0.22898419389856625,0.5051275185570624,0.5687558802525533
Кемеровская область - Кузбасс,32,2023,0.17665478230766254,0.3285691616704498,0.2751633283281865
Кемеровская область - Кузбасс,32,2024,0.14047662728052557,0.40007620803728333,0.14246729728694682
Кировская область,33,2021,0.06180708447672616,0.38034264387668,0.23374364827042743
Кировская область,33,2022,0.05814519701953781,0.5240762598275552,0.3163846217037707
Кировская область,33,2023,0.05658033744909689,0.4475734683384092,0.16866168588598343
Кировская область,33,2024,0.055200820655110505,0.340415177485138,0.09032423661847883
Костромская область,34,2021,0.03252330665534764,0.5025598505700716,0.3897281253559811
Костромская область,34,2022,0.030424709953185428,0.5898963730569948,0.4580425531914894
Костромская область,34,2023,0.031225878992766364,0.5033464201310388,0.21980446045814375
Костромская область,34,2024,0.030959901527566374,0.4138949245083292,0.13343437809807063
Самарская область,36,2021,0.27524472203436573,0.4747835527265349,0.40201942981815686
Самарская область,36,2022,0.25416898539971855,0.47816432272390824,0.4950151975683891
Самарская область,36,2023,0.2532341375995453,0.4289119599903923,0.2517954329294068
Самарская область,36,2024,0.25616936208046576,0.48699681147867685,0.17148245703764323
Курганская область,37,2021,0.03425550578645278,0.40115541467325155,0.3533719402624466
Курганская область,37,2022,0.035534091317964846,0.4708431464908149,0.42713733075435206
Курганская область,37,2023,0.03515539073361629,0.4241472825487818,0.20603168854685378
Курганская область,37,2024,0.03559208945326093,0.39472287774005255,0.0758490265204528
Курская область,38,2021,0.0862421914751206,0.3757924503890631,0.26807245680167985
Курская область,38,2022,0.07008760360378107,0.271077975063012,0.3370659760715901
Курская область,38,2023,0.06993533391833849,0.2840860720104508,0.18971430293532637
Курская область,38,2024,0.06427132291627642,0.36259126236457845,0.09749002659574468
Красноярский край,4,2021,0.39085998008613637,0.29165708154968584,0.3458584400914898
Красноярский край,4,2022,0.3495320190672542,0.32284298265375083,0.2632562442183164
Красноярский край,4,2023,0.3467530502598471,0.19307043515524563,0.13299692049272116
Красноярский край,4,2024,0.33424191945545084,0.21659024617022715,0.057111378821935524
Город Санкт-Петербург город федерального значения,40,2024,1.0,0.31163194842823294,0.13816124229689236
Ленинградская область,41,2021,0.18320536646954927,0.43041711236954494,0.4880234224174464
Ленинградская область,41,2022,0.17409633132636915,0.5812648297903249,0.5279160866971565
Ленинградская область,41,2023,0.17888402440285128,0.37974059774470265,0.27500049114948627
Ленинградская область,41,2024,0.18570821091546996,0.30024665694517705,0.14907217479933751
Липецкая область,42,2021,0.10663611523622994,0.44535018760050027,0.32702861335289807
Липецкая область,42,2022,0.08224221603754796,0.44982285806420685,0.331646475672387
Липецкая область,42,2023,0.08834159629160293,0.37302973652588517,0.16302760080964862
Липецкая область,42,2024,0.08069510044026015,0.43047155075724736,0.12042327145319433
Магаданская область,44,2021,0.03995633702128613,0.3463985610351956,0.44613052585161506
Магаданская область,44,2022,0.0331742448058585,0.49698563875329904,0.47406393852622425
Магаданская область,44,2023,0.03780948733902864,0.4254404145077721,0.2308563829787234
