sector,okved2,year,factoriescap_s,researchorg_s,researchersavg_s
"Производство автотранспортных средств, прицепов и полуприцепов",29,2024.0,0.08737637276314236,0.22666666666666666,0.29484623587270903
Производство автотранспортных средств,29.1,2018.0,0.10173606803058145,0.10666666666666667,0.09914514063987846
Производство автотранспортных средств,29.1,2019.0,0.10229458484487561,0.09333333333333334,0.11390992057689632
Производство автотранспортных средств,29.1,2020.0,0.09279198410000408,0.08,0.13542584264453614
Производство автотранспортных средств,29.1,2021.0,0.10329626966706178,0.08,0.14071477226931814
Производство автотранспортных средств,29.1,2022.0,0.047393472609069454,0.12,0.2348812576454099
Производство автотранспортных средств,29.1,2023.0,0.05059221496859525,0.08,0.13837879863193972
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2019.0,0.028308012961570192,0.04,0.006383805818179224
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2020.0,0.02539136638700981,0.05333333333333334,0.004885929592684658
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2021.0,0.028574560744640216,0.04,0.0016761948237677294
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2022.0,0.016898827283180724,0.08,0.004522159652207406
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2023.0,0.01965317844994596,0.06666666666666667,0.005716894260637596
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2024.0,0.021710488838980264,0.08,0.004671947274756862
Производство прочих транспортных средств и оборудования,30,2018.0,0.11116404550616714,0.4666666666666667,0.36854887891097265
Производство прочих транспортных средств и оборудования,30,2019.0,0.11319223531473935,0.49333333333333335,0.5511114598230366
Производство прочих транспортных средств и оборудования,30,2020.0,0.10525733661466305,0.5466666666666666,0.6803639125953559
Производство прочих транспортных средств и оборудования,30,2021.0,0.10696075492905176,0.5866666666666667,0.668170486845437
Производство прочих транспортных средств и оборудования,30,2022.0,0.08913499096524978,0.7066666666666667,0.5525344422372565
Производство прочих транспортных средств и оборудования,30,2023.0,0.10443496991792543,0.72,0.5625595138321736
Производство прочих транспортных средств и оборудования,30,2024.0,0.10941734613125899,0.6666666666666666,0.5998209681273337
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2018.0,0.024274476348585965,0.08,0.020150001604867383
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2019.0,0.020821361735618365,0.08,0.016369647321476336
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2020.0,0.02550468691893462,0.06666666666666667,0.011943779712336436
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2024.0,0.0275767480161583,0.04,0.014229824142198382
Производство железнодорожных локомотивов и подвижного состава,30.2,2018.0,0.038972098084205285,0.10666666666666667,0.03605602057083349
Производство железнодорожных локомотивов и подвижного состава,30.2,2019.0,0.05014884691364716,0.09333333333333334,0.016547965919749497
Производство железнодорожных локомотивов и подвижного состава,30.2,2020.0,0.037951755863739285,0.10666666666666667,0.01782116071141988
Производство железнодорожных локомотивов и подвижного состава,30.2,2021.0,0.03379372748232158,0.10666666666666667,0.01777836424783432
Производство железнодорожных локомотивов и подвижного состава,30.2,2022.0,0.030057838796737738,0.09333333333333334,0.020007346726248855
Производство железнодорожных локомотивов и подвижного состава,30.2,2023.0,0.03381165393476975,0.08,0.01969707236525355
Производство железнодорожных локомотивов и подвижного состава,30.2,2024.0,0.037164239702943996,0.08,0.01901589531985007
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2018.0,0.04728747976265685,0.28,0.3123428567352718
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2019.0,0.04165902786867192,0.32,0.5181938465818108
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2020.0,0.04108835162378503,0.37333333333333335,0.6505989721715995
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2021.0,0.04299727401044893,0.41333333333333333,0.6325245990506317
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2022.0,0.03465454724358857,0.52,0.5172986872184795
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2023.0,0.039265986385101766,0.5333333333333333,0.5177730146898861
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2024.0,0.04422855822657722,0.5466666666666666,0.5665752486652853
Производство прочих готовых изделий,32,2018.0,0.012300273285905362,0.06666666666666667,0.00506424819095782
Производство прочих готовых изделий,32,2019.0,0.013189014811853857,0.09333333333333334,0.006062832341287532
Производство прочих готовых изделий,32,2020.0,0.016712122876141478,0.16,0.009418788360788454
Производство прочих готовых изделий,32,2021.0,0.014233590298462145,0.14666666666666667,0.0076676997257459955
Производство прочих готовых изделий,32,2022.0,0.013820021525129617,0.13333333333333333,0.006640584599692578
Производство прочих готовых изделий,32,2023.0,0.015957104013369073,0.14666666666666667,0.004097761388317279
Производство прочих готовых изделий,32,2024.0,0.015834834882186323,0.14666666666666667,0.005167672977956255
Производство медицинских инструментов и оборудования,32.5,2018.0,0.0019538004439372974,0.05333333333333334,0.004957257031993923
Производство медицинских инструментов и оборудования,32.5,2019.0,0.002413846156869159,0.04,0.002139823179277952
Производство медицинских инструментов и оборудования,32.5,2020.0,0.005380586699774579,0.09333333333333334,0.004568522487758428
Производство медицинских инструментов и оборудования,32.5,2021.0,0.0035396039299778036,0.06666666666666667,0.0026034515347881752
Производство медицинских инструментов и оборудования,32.5,2022.0,0.0035556767549168563,0.06666666666666667,0.0018901771416955245
Производство медицинских инструментов и оборудования,32.5,2023.0,0.003985074044811478,0.08,0.0034344162027411134
Производство медицинских инструментов и оборудования,32.5,2024.0,0.00408125105015628,0.09333333333333334,0.004786071177651686
"Производство изделий, не включенных в другие группировки",32.9,2024.0,0.003517617201537906,0.04,0.00022111506185872173
Ремонт и монтаж машин и оборудования,33,2018.0,0.05469911503517766,0.06666666666666667,0.0074537174078182005
Ремонт и монтаж машин и оборудования,33,2019.0,0.05811493689954551,0.06666666666666667,0.022111506185872175
Ремонт и монтаж машин и оборудования,33,2020.0,0.06508039039716339,0.05333333333333334,0.022182833625181437
Ремонт и монтаж машин и оборудования,33,2021.0,0.056579125290808864,0.05333333333333334,0.009201239670895195
Ремонт и монтаж машин и оборудования,33,2022.0,0.05041864425395104,0.09333333333333334,0.03307809997967168
Ремонт и монтаж машин и оборудования,33,2023.0,0.05240292610997246,0.13333333333333333,0.06648073980820052
"Производство, передача и распределение электроэнергии",35.1,2018.0,0.19460395101135927,0.12,0.005135575630267086
"Производство, передача и распределение электроэнергии",35.1,2021.0,0.1857404926935098,0.013333333333333334,0.00035663719654632537
"Производство, передача и распределение электроэнергии",35.1,2024.0,0.1481343179592845,0.02666666666666667,0.00105207972981166
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2020.0,0.08443512363702968,0.013333333333333334,0.015930983569724354
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2021.0,0.0758681848089466,0.013333333333333334,0.013463054169623782
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2018.0,0.03337114181012438,0.05333333333333334,0.00420831891924664
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2020.0,0.05370486084963032,0.013333333333333334,0.00464698267099862
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2021.0,0.05418998056775282,0.013333333333333334,0.010877434494662924
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2024.0,0.04050753743031301,0.02666666666666667,0.011412390289482412
"Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов",39,2024.0,0.000242041279907205,0.013333333333333334,0.015916718081862503
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2018.0,0.9349849097277012,0.06666666666666667,0.013837523225997425
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2019.0,0.9108653940883935,0.08,0.014729116217363239
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020.0,0.6867745950904129,0.08,0.014693452497708606
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2021.0,1.0,0.06666666666666667,0.003994336601318844
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022.0,0.9772947449985767,0.09333333333333334,0.0038445489787693873
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023.0,0.8906809678446196,0.09333333333333334,0.00747511563961098
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2024.0,0.8533827721251853,0.06666666666666667,0.006711912039001843
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2018.0,0.289938867425727,0.12,0.005135575630267086
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020.0,0.282809036468442,0.02666666666666667,0.015930983569724354
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021.0,0.27312153284270974,0.02666666666666667,0.013819691366170108
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2018.0,0.06092744172456635,0.05333333333333334,0.00420831891924664
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020.0,0.08006755951069991,0.013333333333333334,0.00464698267099862
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2021.0,0.07909687786923546,0.013333333333333334,0.010877434494662924
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2024.0,0.06137360759891507,0.04,0.02732910837134491
