sector,okved2,year,factoriescap_s,researchorg_s,researchersavg_s
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2024.0,0.029873837792666648,0.04,0.007525044847127465
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2019.0,0.002194780670598105,0.05333333333333334,0.001925840861350157
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2020.0,0.0024603856842256517,0.02666666666666667,0.0007846018324019158
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2021.0,0.0022417194926283783,0.02666666666666667,0.0008915929913658134
Производство электрического оборудования,27,2018.0,0.051467859333727196,0.56,0.09072850280138518
Производство электрического оборудования,27,2019.0,0.05177535968339419,0.6133333333333333,0.07336027132957913
Производство электрического оборудования,27,2020.0,0.055359265413388675,0.6666666666666666,0.07938743995121203
Производство электрического оборудования,27,2021.0,0.057900274014305114,0.6266666666666667,0.09015788328691106
Производство электрического оборудования,27,2022.0,0.05279966948359036,0.7333333333333333,0.06639158050906394
Производство электрического оборудования,27,2023.0,0.05938290249237401,0.6933333333333334,0.08306080307563918
Производство электрического оборудования,27,2024.0,0.05921198789805125,0.7333333333333333,0.09408802519285156
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2019.0,0.020623372665544024,0.32,0.036983277281853945
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2020.0,0.021809196739511885,0.37333333333333335,0.0647260848011926
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2021.0,0.020177128087862557,0.3333333333333333,0.04023224214239096
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2022.0,0.01932238744369147,0.38666666666666666,0.042518286572252914
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,0.023228997590305844,0.36,0.06062475704090985
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2024.0,0.023635624735202615,0.38666666666666666,0.05916611090703538
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2018.0,0.0019214246770922854,0.09333333333333334,0.008559292717111809
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2019.0,0.0018987663817975318,0.10666666666666667,0.00731106252919967
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2020.0,0.001863749088517007,0.09333333333333334,0.0065264606967977545
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2021.0,0.0020562408396873296,0.08,0.039551065096987484
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2022.0,0.0017474051356733177,0.09333333333333334,0.0050285844713031875
