sector,okved2,year,factoriescap_s,researchorg_s,researchersavg_s,researchers_s
"Производство мыла и моющих, чистящих и полирующих средств; парфюмерных и косметических средств",20.4,2023.0,0.007114952120869406,0.006269592476489028,0.0010114358560081437,0.0008637015554551865
"Производство мыла и моющих, чистящих и полирующих средств; парфюмерных и косметических средств",20.4,2024.0,0.006404036410186564,0.009404388714733543,0.001109497504097576,0.0011172653148548743
Производство прочих химических продуктов,20.5,2018.0,0.0051754404430194275,0.017241379310344827,0.0030445806930623717,0.0027812774859153257
Производство прочих химических продуктов,20.5,2019.0,0.004819344326133218,0.02037617554858934,0.005398060247208745,0.00551501176694321
Производство прочих химических продуктов,20.5,2020.0,0.005039893769443355,0.025078369905956112,0.009633389524214223,0.008573624614701944
Производство прочих химических продуктов,20.5,2021.0,0.005578261883030973,0.02037617554858934,0.010702728448618032,0.009334315892901008
Производство прочих химических продуктов,20.5,2022.0,0.005968304911668839,0.025078369905956112,0.014329141587011034,0.011093414473736341
Производство прочих химических продуктов,20.5,2023.0,0.006592916129611154,0.023510971786833857,0.009879944525124796,0.007004698853416375
Производство прочих химических продуктов,20.5,2024.0,0.00663621775955171,0.023510971786833857,0.013713688005192598,0.013446803115664693
Производство химических волокон,20.6,2021.0,0.0004568259031243271,0.001567398119122257,2.8017613739837777e-05,2.377160244372073e-05
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2022.0,0.014810315131868278,0.054858934169279,0.010504737311523177,0.009944453688956505
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2023.0,0.014012526891164338,0.05956112852664577,0.0111921027686072,0.010348570930499758
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2024.0,0.013575092346812213,0.05799373040752351,0.012029829419428347,0.011552998787648275
Производство фармацевтических субстанций,21.1,2018.0,0.0004570291758430125,0.004702194357366771,0.0004296034106775126,0.00041996497650573293
Производство фармацевтических субстанций,21.1,2020.0,0.0009859991706962284,0.001567398119122257,0.00019892505755284823,0.00016640121710604513
Производство фармацевтических субстанций,21.1,2021.0,0.001068547068152645,0.003134796238244514,0.00033621136487805333,0.0002852592293246488
Производство фармацевтических субстанций,21.1,2022.0,0.0008670486773095966,0.007836990595611285,0.000786361025631447,0.0008161583505677451
Производство фармацевтических субстанций,21.1,2023.0,0.0005456595725703425,0.0109717868338558,0.001090819094937684,0.0015055348214356463
Производство фармацевтических субстанций,21.1,2024.0,0.00048187496758563073,0.006269592476489028,0.00050431704731708,0.0006576810009429402
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2022.0,0.013943266454558682,0.047021943573667714,0.00971837628589173,0.009128295338388761
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2023.0,0.013466867318593997,0.048589341692789965,0.010101283673669513,0.008843036109064112
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2024.0,0.01309320746287955,0.05172413793103448,0.011525512372111267,0.010895317786705334
Производство резиновых и пластмассовых изделий,22,2018.0,0.02234738645979862,0.0109717868338558,0.001877180120569131,0.001561001893804328
Производство резиновых и пластмассовых изделий,22,2019.0,0.022697018190626157,0.0109717868338558,0.002176034667127401,0.0018938043280164183
Производство резиновых и пластмассовых изделий,22,2020.0,0.02702257664669504,0.012539184952978056,0.0021013210304878334,0.0018145656532040158
Производство резиновых и пластмассовых изделий,22,2021.0,0.02873919226447822,0.0109717868338558,0.0019201404616368822,0.0016402405686167304
Производство резиновых и пластмассовых изделий,22,2022.0,0.026988412796258947,0.009404388714733543,0.0017968629611815963,0.0016481644360979706
Производство резиновых и пластмассовых изделий,22,2023.0,0.026734253218935456,0.014106583072100314,0.0023562813155203572,0.00227414996711595
Производство резиновых и пластмассовых изделий,22,2024.0,0.02566757181644488,0.01567398119122257,0.0026056380778049135,0.0023137693045221512
Производство резиновых изделий,22.1,2018.0,0.004565573963364753,0.006269592476489028,0.0016063431877506992,0.0013391336043296013
Производство резиновых изделий,22.1,2019.0,0.004285237892833883,0.007836990595611285,0.0019425545526287526,0.0016798599060229317
Производство резиновых изделий,22.1,2020.0,0.0045891009718522025,0.007836990595611285,0.001886519325149077,0.0016085450986917695
Производство резиновых изделий,22.1,2021.0,0.005010587817594832,0.007836990595611285,0.0017987308020975853,0.0015372302913606072
Производство резиновых изделий,22.1,2022.0,0.004673903251642465,0.006269592476489028,0.0016847925062222452,0.0014421438815857245
Производство резиновых изделий,22.1,2023.0,0.004733735527114028,0.006269592476489028,0.0018118056885095097,0.001727403110910373
Производство изделий из пластмасс,22.2,2024.0,0.021272428653024738,0.009404388714733543,0.0006911011389159986,0.0006735287359054208
Производство прочей неметаллической минеральной продукции,23,2018.0,0.0308673199654262,0.0109717868338558,0.002400175577046103,0.002052281677641223
Производство прочей неметаллической минеральной продукции,23,2019.0,0.03263396826630749,0.014106583072100314,0.011814093793631596,0.01010293103858131
Производство прочей неметаллической минеральной продукции,23,2020.0,0.033591759797027304,0.014106583072100314,0.005024492064010908,0.004373974849644614
Производство прочей неметаллической минеральной продукции,23,2021.0,0.033285602409982906,0.014106583072100314,0.011421847201273868,0.009904834351550304
Производство прочей неметаллической минеральной продукции,23,2022.0,0.034711274449080634,0.0109717868338558,0.010170393787561113,0.009017361193651397
