sector,okved2,year,factoriescap_s,ITusage_s,AIusage_s,BDusage_s
"Производство стальных труб, полых профилей и фитингов",24.2,2021.0,0.0128366173351854,0.0048609973237205,0.0068212824010914,0.0063739376770538
"Производство стальных труб, полых профилей и фитингов",24.2,2023.0,0.0131929977620045,0.0051887050084657,0.0136425648021828,0.0044263456090651
"Производство стальных труб, полых профилей и фитингов",24.2,2024.0,0.0104141873165061,0.0060079742203288,0.015006821282401,0.0044263456090651
Производство прочих стальных изделий первичной обработкой,24.3,2021.0,0.0063356528720169,0.0053525588508383,0.0054570259208731,0.0051345609065155
Производство прочих стальных изделий первичной обработкой,24.3,2023.0,0.0047540080772742,0.0051887050084657,0.0040927694406548,0.001770538243626
Производство прочих стальных изделий первичной обработкой,24.3,2024.0,0.0048026851936673,0.006444917799989,0.0122783083219645,0.0030099150141643
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2021.0,0.075514083956884,0.0099950843847288,0.0204638472032742,0.0120396600566572
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2023.0,0.0653566815912366,0.0121798022830302,0.0231923601637107,0.0061968838526912
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2024.0,0.0624439710588615,0.012671363810148,0.024556616643929,0.0038951841359773
Литье металлов,24.5,2021.0,0.0016010183867265,0.0035501665847397,0.0013642564802182,0.0035410764872521
Литье металлов,24.5,2023.0,0.0018226163370558,0.0036047845321972,0.0013642564802182,0.0015934844192634
Литье металлов,24.5,2024.0,0.0019126749315323,0.0034955486372822,0.0027285129604365,0.0005311614730878
"Производство готовых металлических изделий, кроме машин и оборудования",25,2021.0,0.0550716090878661,0.0686001420066634,0.0736698499317871,0.0787889518413597
"Производство готовых металлических изделий, кроме машин и оборудования",25,2023.0,0.0615534275970605,0.0804522366049483,0.0845839017735334,0.0589589235127478
"Производство готовых металлических изделий, кроме машин и оборудования",25,2024.0,0.0690231202412544,0.0859686492981593,0.1036834924965893,0.0324008498583569
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2021.0,0.0259806592901271,0.021464853350811,0.0259208731241473,0.0214235127478753
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2023.0,0.0298859455496693,0.026161996832159,0.0354706684856753,0.0169971671388102
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2024.0,0.0355103891334178,0.0263804686219891,0.024556616643929,0.0079674220963172
Производство строительных металлических конструкций и изделий,25.1,2021.0,0.0139581352484135,0.0188431918728494,0.0231923601637107,0.0260269121813031
Производство строительных металлических конструкций и изделий,25.1,2023.0,0.0152486058288321,0.0255611994101261,0.0190995907230559,0.0214235127478753
