VDS_r,ITcosts_r,skvozcosts_r,trainingcosts_r,RDcosts_r,RDsalary_r,RDequip_r
6269571.86625,0.02923033691088265,0.030368239571952168,0.005057543662553844,0.030110514942228928,0.7052742146167217,0.1496828972961451
