sector,okved2,year,factoriescap_s,ITcosts_s,skvozcosts_s,trainingcosts_s
"Производство автотранспортных средств, прицепов и полуприцепов",29,2024.0,0.0894063671275236,0.1269902496736822,0.0023697546324784,0.0213249041708131
Производство автотранспортных средств,29.1,2021.0,0.1056961271875172,0.1236999975785658,0.0010864496013434,0.2782172065153216
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2021.0,0.0292384266782093,0.0903145525729279,0.002560979817566,0.0244845059618298
Производство прочих транспортных средств и оборудования,30,2021.0,0.1094457485589033,0.1899784939008527,0.0092492621453063,0.01178667950807
Производство прочих транспортных средств и оборудования,30,2022.0,0.0912058428855867,0.1914215099819718,0.0245049327207676,0.015938913883921
Производство прочих транспортных средств и оборудования,30,2023.0,0.1068612825888852,0.201519343891834,0.0150345797148462,0.0391161378343324
Производство прочих транспортных средств и оборудования,30,2024.0,0.1119594131567936,0.246839303858933,0.0141022935011196,0.030606556111681
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2021.0,0.0301998536020696,0.1114498240494839,0.0368551626636282,0.0213326794725664
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2022.0,0.0244980661513547,0.1043952563132762,0.1670461316187801,0.0443371417123688
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2023.0,0.0316467055144721,0.0836326232313532,0.1088302730989256,0.0219736172963443
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2023.0,0.0401782436527467,0.4111322813023401,0.002132625591825,0.0438085480662484
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2024.0,0.0452561097385637,0.3178240967130879,0.0267882994310786,0.0483699585786337
Производство мебели,31,2021.0,0.0174136083030293,0.1062154508191857,0.0184603626281296,0.0875995449021542
Производство прочих готовых изделий,32,2021.0,0.0145642758966056,0.0815805866928892,0.0062486202177558,0.0136806892805344
Производство прочих готовых изделий,32,2022.0,0.0141410987789049,0.1033555165623726,0.0162466862277966,0.0148213026689426
Производство прочих готовых изделий,32,2023.0,0.0163278315933156,0.0666828126015374,0.014979163141923,0.0318898188056771
Ремонт и монтаж машин и оборудования,33,2021.0,0.0578936145726346,0.1231181897740331,0.0084092257778471,0.0706838232510903
Ремонт и монтаж машин и оборудования,33,2022.0,0.0515900085536881,0.1460629394835058,0.0099921057481936,0.0173241550593854
Ремонт и монтаж машин и оборудования,33,2023.0,0.0536203907553486,0.1241682717410596,0.0020228602571221,0.0425762167257693
Ремонт и монтаж машин и оборудования,33,2024.0,0.0556069505541432,0.1396449429233989,0.0074531484854024,0.0194994145825142
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2021.0,0.279466900073332,0.2665992629589045,0.1366985904710256,0.198062977636764
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2022.0,0.2465766929656796,0.2629314882541559,0.0627192229869731,0.0321313758689655
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2023.0,0.2435730839612414,0.3161486587668915,0.0454773928914437,0.2157679464849768
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2024.0,0.2213182400434738,0.3218334419265262,0.0706103084227081,0.0321121409678925
"Производство, передача и распределение электроэнергии",35.1,2021.0,0.1900557571234871,0.3386929875751756,0.1540848030833611,0.2263182275286985
"Производство, передача и распределение электроэнергии",35.1,2022.0,0.1676152121122686,0.3089448808635247,0.0627791831811895,0.0372955739247022
"Производство, передача и распределение электроэнергии",35.1,2023.0,0.1659280913035983,0.3762414694752876,0.0486841891029174,0.1715523081966564
"Производство, передача и распределение электроэнергии",35.1,2024.0,0.1515758871286064,0.3723100485182066,0.0818746079338895,0.0342311826907383
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2021.0,0.0776308121958203,0.0651981907542256,0.0192571149070723,0.0199340800280612
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2022.0,0.0674285462232543,0.1109181303006186,0.0097280698076385,0.0125901254355523
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2023.0,0.0657101977496551,0.1340500039511174,0.0118778574220455,0.0156224523393051
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2024.0,0.0586172692279457,0.1432872412442691,0.0090444892691757,0.0231840075503153
"Забор, очистка и распределение воды",36,2021.0,0.0141944996459097,0.3440958892482686,0.1551016398475476,0.0316134917980493
"Забор, очистка и распределение воды",36,2022.0,0.0127146170469714,0.1890933652592897,0.2129828025186051,0.039530361092971
"Забор, очистка и распределение воды",36,2023.0,0.0127442519926052,0.2002873762650721,0.0031369003670722,0.0323990207841753
"Забор, очистка и распределение воды",36,2024.0,0.0117138353835053,0.2140909202310615,0.0166786024273942,0.020129173389294
Сбор и обработка сточных вод,37,2021.0,0.0110118569628561,0.0613475926130791,0.0077479247018442,0.0267431862604222
Сбор и обработка сточных вод,37,2022.0,0.0103590556036622,0.1913853050640455,0.0085841005015255,0.005016180251037
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2021.0,0.0554489634218096,0.0603811280012107,0.0048842491523883,0.0652950735033899
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2022.0,0.0439055741412204,0.0494539937597253,0.0061107175162651,0.0048809523802001
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2023.0,0.044222770853657,0.0444238466877912,0.0103223192169396,0.0282363164217872
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2024.0,0.0414486393563612,0.0349619172477445,0.0185884569490678,0.0222679274851065
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020.0,0.7027302649533976,0.0760605959276922,0.0998511815071012,0.0152954312806654
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022.0,1.0,0.0621177057945594,0.0443925566378626,0.0140533282785255
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023.0,0.9113739456830056,0.0667798386751989,0.0807989163702096,0.0195567563459692
