sector,okved2,year,AIcosts_s
Деятельность агентов по оптовой торговле зерном,46.11.31,2024,
"Деятельность агентов по оптовой торговле прочими сельскохозяйственным сырьем и сельскохозяйственными полуфабрикатами, не включенными в другие группировки",46.11.39,2024,
"Деятельность агентов по оптовой торговле топливом, рудами, металлами и химическими веществами",46.12,2024,
"Деятельность агентов по оптовой торговле твердым, жидким и газообразным топливом и связанными продуктами",46.12.1,2024,
Деятельность агентов по оптовой торговле рудами и металлами в первичных формах,46.12.2,2024,
Деятельность агентов по оптовой торговле металлами в первичных формах,46.12.22,2024,
"Деятельность агентов по оптовой торговле промышленными и техническими химическими веществами, удобрениями и агрохимикатами",46.12.3,2024,
Деятельность агентов по оптовой торговле промышленными и техническими химическими веществами,46.12.31,2024,
Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами,46.13,2024,
Деятельность агентов по оптовой торговле строительными материалами,46.13.2,2024,
"Деятельность агентов по оптовой торговле машинами, промышленным оборудованием, судами и летательными аппаратами",46.14,2024,
"Деятельность агентов по оптовой торговле вычислительной техникой, телекоммуникационным оборудованием и прочим офисным оборудованием",46.14.1,2024,
Деятельность агентов по оптовой торговле прочими видами машин и промышленным оборудованием,46.14.9,2024,
"Деятельность агентов по оптовой торговле мебелью, бытовыми товарами, скобяными, ножевыми и прочими металлическими изделиями",46.15,2024,
"Деятельность агентов по оптовой торговле радио- и телеаппаратурой, техническими носителями информации",46.15.4,2024,
"Деятельность агентов по оптовой торговле текстильными изделиями, одеждой, обувью, изделиями из кожи и меха",46.16,2024,
"Деятельность агентов по оптовой торговле пищевыми продуктами, напитками и табачными изделиями",46.17,2024,
Деятельность агентов по оптовой торговле пищевыми продуктами,46.17.1,2024,
"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров",46.18,2024,10.468
"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами",46.18.1,2024,
"Деятельность агентов, специализирующихся на оптовой торговле парфюмерными и косметическими товарами, включая мыло",46.18.13,2024,
"Деятельность агентов, специализирующихся на оптовой торговле товарами, не включенными в другие группировки",46.18.9,2024,
"Деятельность агентов, специализирующихся на оптовой торговле прочими товарами, не включенными в другие группировки",46.18.99,2024,
Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,46.19,2024,
Торговля оптовая сельскохозяйственным сырьем и живыми животными,46.2,2024,7.843199999999999
"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",46.21,2024,7.819199999999999
"Торговля оптовая зерном, семенами и кормами для животных",46.21.1,2024,6.0998
Торговля оптовая зерном,46.21.11,2024,
"Торговля оптовая семенами, кроме семян масличных культур",46.21.12,2024,
Торговля оптовая масличными семенами и маслосодержащими плодами,46.21.13,2024,
Торговля оптовая кормами для сельскохозяйственных животных,46.21.14,2024,
"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",46.21.19,2024,
Торговля оптовая цветами и растениями,46.22,2024,
Торговля оптовая живыми животными,46.23,2024,
"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",46.3,2024,43.5715
Торговля оптовая фруктами и овощами,46.31,2024,2.5219
"Торговля оптовая свежими овощами, фруктами и орехами",46.31.1,2024,2.075
Торговля оптовая свежим картофелем,46.31.11,2024,
Торговля оптовая прочими свежими овощами,46.31.12,2024,
Торговля оптовая свежими фруктами и орехами,46.31.13,2024,
"Торговля оптовая консервированными овощами, фруктами и орехами",46.31.2,2024,
Торговля оптовая мясом и мясными продуктами,46.32,2024,9.124
"Торговля оптовая мясом и мясом птицы, включая субпродукты",46.32.1,2024,
Торговля оптовая продуктами из мяса и мяса птицы,46.32.2,2024,
Торговля оптовая консервами из мяса и мяса птицы,46.32.3,2024,
"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",46.33,2024,8.2844
Торговля оптовая молочными продуктами,46.33.1,2024,7.6291
Торговля оптовая яйцами,46.33.2,2024,
Торговля оптовая пищевыми маслами и жирами,46.33.3,2024,
Торговля оптовая напитками,46.34,2024,17.1947
"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",46.34.1,2024,
"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",46.34.2,2024,13.2907
"Торговля оптовая алкогольными напитками, кроме пива и пищевого этилового спирта",46.34.21,2024,
Торговля оптовая пивом,46.34.23,2024,
Торговля оптовая табачными изделиями,46.35,2024,
"Торговля оптовая сахаром, шоколадом и сахаристыми кондитерскими изделиями",46.36,2024,
Торговля оптовая сахаром,46.36.1,2024,
Торговля оптовая шоколадом и сахаристыми кондитерскими изделиями,46.36.2,2024,
Торговля оптовая хлебобулочными изделиями,46.36.4,2024,
"Торговля оптовая кофе, чаем, какао и пряностями",46.37,2024,
"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",46.38,2024,1.9504
"Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов",46.38.1,2024,
Торговля оптовая прочими пищевыми продуктами,46.38.2,2024,1.7154
"Торговля оптовая гомогенизированными пищевыми продуктами, детским и диетическим питанием",46.38.21,2024,
Торговля оптовая кормами для домашних животных,46.38.22,2024,
Торговля оптовая мукой и макаронными изделиями,46.38.23,2024,
Торговля оптовая крупами,46.38.24,2024,
Торговля оптовая солью,46.38.25,2024,
Торговля оптовая мороженым и замороженными десертами,46.38.26,2024,
"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки",46.38.29,2024,
"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",46.39,2024,0.5541
Торговля оптовая неспециализированная замороженными пищевыми продуктами,46.39.1,2024,
"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",46.39.2,2024,
Торговля оптовая непродовольственными потребительскими товарами,46.4,2024,176.44039999999998
Торговля оптовая текстильными изделиями,46.41,2024,
"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",46.41.1,2024,
Торговля оптовая галантерейными изделиями,46.41.2,2024,
Торговля оптовая одеждой и обувью,46.42,2024,13.7052
Торговля оптовая одеждой,46.42.1,2024,
"Торговля оптовая одеждой, включая спортивную, кроме нательного белья",46.42.11,2024,
Торговля оптовая нательным бельем,46.42.12,2024,
"Торговля оптовая аксессуарами одежды и головными уборами, кроме меховых",46.42.14,2024,
Торговля оптовая обувью,46.42.2,2024,
Торговля оптовая бытовыми электротоварами,46.43,2024,12.5344
Торговля оптовая электрической бытовой техникой,46.43.1,2024,
"Торговля оптовая радио-, теле- и видеоаппаратурой и аппаратурой для цифровых видеодисков (DVD)",46.43.2,2024,
Торговля оптовая фототоварами и оптическими товарами,46.43.4,2024,
Торговля оптовая изделиями из керамики и стекла и чистящими средствами,46.44,2024,73.8607
Торговля оптовая изделиями из керамики и стекла,46.44.1,2024,
Торговля оптовая чистящими средствами,46.44.2,2024,
Торговля оптовая парфюмерными и косметическими товарами,46.45,2024,
"Торговля оптовая парфюмерными и косметическими товарами, кроме мыла",46.45.1,2024,
Торговля оптовая туалетным и хозяйственным мылом,46.45.2,2024,
Торговля оптовая фармацевтической продукцией,46.46,2024,28.7498
Торговля оптовая фармацевтической продукцией,46.46.1,2024,26.152
"Торговля оптовая изделиями, применяемыми в медицинских целях",46.46.2,2024,
"Торговля оптовая мебелью, коврами и осветительным оборудованием",46.47,2024,
Торговля оптовая бытовой мебелью,46.47.1,2024,
Торговля оптовая осветительным оборудованием,46.47.2,2024,
Торговля оптовая коврами и ковровыми изделиями,46.47.3,2024,
Торговля оптовая часами и ювелирными изделиями,46.48,2024,
Торговля оптовая ювелирными изделиями,46.48.2,2024,
Торговля оптовая прочими бытовыми товарами,46.49,2024,6.266
Торговля оптовая ножевыми изделиями и бытовой металлической посудой,46.49.1,2024,
"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами",46.49.3,2024,
Торговля оптовая книгами,46.49.31,2024,
Торговля оптовая газетами и журналами,46.49.32,2024,
Торговля оптовая писчебумажными и канцелярскими товарами,46.49.33,2024,
Торговля оптовая прочими потребительскими товарами,46.49.4,2024,
Торговля оптовая музыкальными инструментами и нотными изданиями,46.49.41,2024,
Торговля оптовая играми и игрушками,46.49.42,2024,
"Торговля оптовая спортивными товарами, включая велосипеды",46.49.43,2024,
"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",46.49.49,2024,
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2024,70.515
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2024,70.478
Торговля оптовая компьютерами и периферийными устройствами,46.51.1,2024,
Торговля оптовая программным обеспечением,46.51.2,2024,
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2024,
Торговля оптовая телекоммуникационным оборудованием и его запасными частями,46.52.1,2024,
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2024,
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2024,37.0089
"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",46.61,2024,2.8641
"Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы",46.61.1,2024,2.4251
Торговля оптовая садово-огородной техникой и инвентарем,46.61.2,2024,
Торговля оптовая станками,46.62,2024,
Торговля оптовая деревообрабатывающими станками,46.62.1,2024,
Торговля оптовая металлообрабатывающими станками,46.62.2,2024,
Торговля оптовая станками для обработки прочих материалов,46.62.3,2024,
Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,46.63,2024,
"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",46.64,2024,
Торговля оптовая офисной мебелью,46.65,2024,
Торговля оптовая прочей офисной техникой и оборудованием,46.66,2024,
Торговля оптовая прочими машинами и оборудованием,46.69,2024,12.2834
"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",46.69.1,2024,
Торговля оптовая эксплуатационными материалами и принадлежностями машин,46.69.2,2024,3.268
Торговля оптовая подъемно-транспортными машинами и оборудованием,46.69.3,2024,
"Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий",46.69.4,2024,
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2024,
Торговля оптовая измерительными приборами и оборудованием,46.69.7,2024,
"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",46.69.8,2024,
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2024,2.468
Торговля оптовая специализированная прочая,46.7,2024,50.4868
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2024,8.976299999999998
Торговля оптовая твердым топливом,46.71.1,2024,
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2024,6.576
Торговля оптовая нефтью,46.71.3,2024,1.8333
Торговля оптовая природным (естественным) газом,46.71.4,2024,
Торговля оптовая сжиженными углеводородными газами,46.71.5,2024,
Торговля оптовая сжиженными углеводородными газами по не регулируемым государством ценам (тарифам),46.71.52,2024,
Торговля оптовая прочим топливом и подобными продуктами,46.71.9,2024,
Торговля оптовая металлами и металлическими рудами,46.72,2024,10.5798
Торговля оптовая металлическими рудами,46.72.1,2024,
Торговля оптовая железными рудами,46.72.11,2024,
Торговля оптовая металлами в первичных формах,46.72.2,2024,10.1983
Торговля оптовая черными металлами в первичных формах,46.72.21,2024,6.4443
"Торговля оптовая цветными металлами в первичных формах, кроме драгоценных",46.72.22,2024,
Торговля оптовая золотом и другими драгоценными металлами,46.72.23,2024,
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024,24.4227
Торговля оптовая древесным сырьем и необработанными лесоматериалами,46.73.1,2024,
Торговля оптовая пиломатериалами,46.73.2,2024,
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2024,
Торговля оптовая лакокрасочными материалами,46.73.4,2024,
Торговля оптовая листовым стеклом,46.73.5,2024,
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024,5.7241
Торговля оптовая обоями,46.73.7,2024,
Торговля оптовая напольными покрытиями (кроме ковров),46.73.8,2024,
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2024,
Торговля оптовая скобяными изделиями,46.74.1,2024,
Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,46.74.2,2024,
Торговля оптовая ручными инструментами,46.74.3,2024,
Торговля оптовая химическими продуктами,46.75,2024,3.795
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2024,3.611
Торговля оптовая промышленными химикатами,46.75.2,2024,0.184
Торговля оптовая прочими промежуточными продуктами,46.76,2024,0.266
Торговля оптовая бумагой и картоном,46.76.1,2024,
Торговля оптовая текстильными волокнами,46.76.2,2024,
Торговля оптовая пластмассами и резиной в первичных формах,46.76.3,2024,
Торговля оптовая драгоценными камнями,46.76.4,2024,
Торговля оптовая отходами и ломом,46.77,2024,
Торговля оптовая неспециализированная,46.90,2024,7.1803
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2024,1124.0006
Торговля розничная в неспециализированных магазинах,47.1,2024,53.7997
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2024,51.4535
"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",47.11.2,2024,
Деятельность по розничной торговле большим товарным ассортиментом с преобладанием продовольственных товаров в неспециализированных магазинах,47.11.3,2024,
Торговля розничная прочая в неспециализированных магазинах,47.19,2024,
Торговля розничная большим товарным ассортиментом с преобладанием непродовольственных товаров в неспециализированных магазинах,47.19.1,2024,
"Деятельность универсальных магазинов, торгующих товарами общего ассортимента",47.19.2,2024,
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2024,35.4684
Торговля розничная фруктами и овощами в специализированных магазинах,47.21,2024,
"Торговля розничная свежими фруктами, овощами, картофелем и орехами в специализированных магазинах",47.21.1,2024,
Торговля розничная мясом и мясными продуктами в специализированных магазинах,47.22,2024,
"Торговля розничная мясом и мясом птицы, включая субпродукты в специализированных магазинах",47.22.1,2024,
"Торговля розничная рыбой, ракообразными и моллюсками в специализированных магазинах",47.23,2024,
Торговля розничная рыбой и морепродуктами в специализированных магазинах,47.23.1,2024,
Торговля розничная хлебом и хлебобулочными изделиями и кондитерскими изделиями в специализированных магазинах,47.24,2024,
Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах,47.24.1,2024,
Торговля розничная кондитерскими изделиями в специализированных магазинах,47.24.2,2024,
Торговля розничная мучными кондитерскими изделиями в специализированных магазинах,47.24.21,2024,
"Торговля розничная кондитерскими изделиями, включая шоколад, в специализированных магазинах",47.24.22,2024,
Торговля розничная напитками в специализированных магазинах,47.25,2024,17.3854
"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",47.25.1,2024,
"Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах",47.25.11,2024,
Торговля розничная безалкогольными напитками в специализированных магазинах,47.25.2,2024,
Торговля розничная табачными изделиями в специализированных магазинах,47.26,2024,
Торговля розничная молочными продуктами и яйцами в специализированных магазинах,47.29.1,2024,
Торговля розничная молочными продуктами в специализированных магазинах,47.29.11,2024,
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29.3,2024,
Торговля розничная мукой и макаронными изделиями в специализированных магазинах,47.29.31,2024,
Торговля розничная сахаром в специализированных магазинах,47.29.33,2024,
"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",47.29.39,2024,
Торговля розничная моторным топливом в специализированных магазинах,47.30.1,2024,
Торговля розничная бензином и дизельным топливом в специализированных магазинах,47.30.11,2024,
Торговля розничная газом для заправки автомобилей в специализированных магазинах,47.30.12,2024,
Торговля розничная информационным и коммуникационным оборудованием в специализированных магазинах,47.4,2024,
"Торговля розничная компьютерами, периферийными устройствами к ним и программным обеспечением в специализированных магазинах",47.41,2024,
"Торговля розничная телекоммуникационным оборудованием, включая розничную торговлю мобильными телефонами, в специализированных магазинах",47.42,2024,
Торговля розничная аудио- и видеотехникой в специализированных магазинах,47.43,2024,
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2024,2.566
Торговля розничная текстильными изделиями в специализированных магазинах,47.51.1,2024,
"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",47.52,2024,
Торговля розничная лакокрасочными материалами в специализированных магазинах,47.52.2,2024,
Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,47.52.5,2024,
Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах,47.52.6,2024,
"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.7,2024,
"Торговля розничная прочими строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.79,2024,
"Торговля розничная коврами, ковровыми изделиями, покрытиями для пола и стен в специализированных магазинах",47.53,2024,
Торговля розничная обоями и напольными покрытиями в специализированных магазинах,47.53.3,2024,
Торговля розничная бытовыми электротоварами в специализированных магазинах,47.54,2024,
"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",47.59,2024,
Торговля розничная мебелью в специализированных магазинах,47.59.1,2024,
"Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах",47.59.2,2024,
Торговля розничная осветительными приборами в специализированных магазинах,47.59.3,2024,
Торговля розничная музыкальными инструментами и нотными изданиями в специализированных магазинах,47.59.5,2024,
Торговля розничная товарами культурно-развлекательного назначения в специализированных магазинах,47.6,2024,
Торговля розничная книгами в специализированных магазинах,47.61,2024,
Торговля розничная газетами и канцелярскими товарами в специализированных магазинах,47.62,2024,
Торговля розничная газетами и журналами в специализированных магазинах,47.62.1,2024,
Торговля розничная писчебумажными и канцелярскими товарами в специализированных магазинах,47.62.2,2024,
Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах,47.64,2024,
Торговля розничная играми и игрушками в специализированных магазинах,47.65,2024,
Торговля розничная прочими товарами в специализированных магазинах,47.7,2024,988.7965
Торговля розничная одеждой в специализированных магазинах,47.71,2024,983.256
"Торговля розничная мужской, женской и детской одеждой в специализированных магазинах",47.71.1,2024,
Торговля розничная нательным бельем в специализированных магазинах,47.71.2,2024,
Торговля розничная изделиями из меха в специализированных магазинах,47.71.3,2024,
Торговля розничная спортивной одеждой в специализированных магазинах,47.71.5,2024,
"Торговля розничная аксессуарами одежды (перчатками, галстуками, шарфами, ремнями, подтяжками и т. п.) в специализированных магазинах",47.71.8,2024,
Торговля розничная обувью и изделиями из кожи в специализированных магазинах,47.72,2024,
Торговля розничная обувью в специализированных магазинах,47.72.1,2024,
Торговля розничная изделиями из кожи и дорожными принадлежностями в специализированных магазинах,47.72.2,2024,
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2024,4.6008
"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах",47.74,2024,
"Торговля розничная изделиями, применяемыми в медицинских целях, в специализированных магазинах",47.74.1,2024,
Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,47.75,2024,
"Торговля розничная косметическими и парфюмерными товарами, кроме мыла в специализированных магазинах",47.75.1,2024,
"Торговля розничная цветами и другими растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах",47.76,2024,
"Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах",47.76.1,2024,
Торговля розничная домашними животными и кормами для домашних животных в специализированных магазинах,47.76.2,2024,
Торговля розничная часами и ювелирными изделиями в специализированных магазинах,47.77,2024,
Торговля розничная часами в специализированных магазинах,47.77.1,2024,
Торговля розничная ювелирными изделиями в специализированных магазинах,47.77.2,2024,
Торговля розничная прочая в специализированных магазинах,47.78,2024,
"Торговля розничная фотоаппаратурой, оптическими приборами и средствами измерений, кроме очков, в специализированных магазинах",47.78.1,2024,
"Торговля розничная очками, включая сборку и ремонт очков в специализированных магазинах",47.78.2,2024,
Торговля розничная очками в специализированных магазинах,47.78.21,2024,
"Торговля розничная сувенирами, изделиями народных художественных промыслов",47.78.3,2024,
"Торговля розничная бытовым жидким котельным топливом, газом в баллонах, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.6,2024,
"Торговля розничная бытовым жидким котельным топливом, углем, древесным топливом, топливным торфом в специализированных магазинах",47.78.61,2024,
Торговля розничная филателистическими и нумизматическими товарами в специализированных магазинах,47.78.8,2024,
"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах",47.78.9,2024,
Торговля розничная бывшими в употреблении товарами в магазинах,47.79,2024,
Торговля розничная в нестационарных торговых объектах и на рынках,47.8,2024,
"Торговля розничная в нестационарных торговых объектах и на рынках пищевыми продуктами, напитками и табачной продукцией",47.81,2024,
"Торговля розничная вне магазинов, палаток, рынков",47.9,2024,
Торговля розничная по почте или по информационно-коммуникационной сети Интернет,47.91,2024,
"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",47.91.2,2024,
"Торговля розничная прочая вне магазинов, палаток, рынков",47.99,2024,
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2024,1871.0953
Деятельность сухопутного и трубопроводного транспорта,49,2024,1266.46
Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки,49.10,2024,
Перевозка пассажиров железнодорожным транспортом в междугородном сообщении,49.10.1,2024,
Перевозка пассажиров железнодорожным транспортом в междугородном сообщении в регулируемом секторе,49.10.11,2024,
Перевозка пассажиров железнодорожным транспортом в междугородном сообщении в нерегулируемом секторе,49.10.12,2024,
Деятельность железнодорожного транспорта: грузовые перевозки,49.20,2024,1000.1752
Перевозка опасных грузов,49.20.1,2024,
Перевозка прочих грузов,49.20.9,2024,
Деятельность прочего сухопутного пассажирского транспорта,49.3,2024,11.9651
Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,49.31,2024,11.4513
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении,49.31.1,2024,4.614
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении в регулируемом секторе,49.31.11,2024,4.614
Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,49.31.2,2024,4.2693
Регулярные перевозки пассажиров автобусами в городском и пригородном сообщении,49.31.21,2024,3.4834
Регулярные перевозки пассажиров троллейбусами в городском и пригородном сообщении,49.31.22,2024,
Регулярные перевозки пассажиров трамваями в городском и пригородном сообщении,49.31.23,2024,
Перевозка пассажиров метрополитеном,49.31.24,2024,
"Перевозка пассажиров фуникулерами, подвесными канатными дорогами и подъемниками, являющимися частью городской или пригородной транспортной системы",49.31.25,2024,
