region,okato,year,ITcosts_r
Республика Калмыкия,85,2020,536.63226
Республика Калмыкия,85,2021,490.66882
Республика Калмыкия,85,2022,554.1203
Республика Калмыкия,85,2023,656.5285
Республика Калмыкия,85,2024,669.4129
Республика Карелия,86,2016,2191.0425
Республика Карелия,86,2017,2044.6042
Республика Карелия,86,2018,2150.813
Республика Карелия,86,2019,2816.0942
Республика Карелия,86,2020,3963.604
Республика Карелия,86,2021,3480.0947
Республика Карелия,86,2022,3665.0564
Республика Карелия,86,2023,3685.5325
Республика Карелия,86,2024,5020.3594
Республика Коми,87,2016,7323.152
Республика Коми,87,2017,8752.322
Республика Коми,87,2018,7216.308
Республика Коми,87,2019,6234.984
Республика Коми,87,2020,8703.439
Республика Коми,87,2021,9465.887
Республика Коми,87,2022,9750.391
Республика Коми,87,2023,11289.666
Республика Коми,87,2024,11406.476
Республика Марий Эл,88,2016,1017.1662
Республика Марий Эл,88,2017,1352.4064
Республика Марий Эл,88,2018,1436.4554
Республика Марий Эл,88,2019,3197.3381
Республика Марий Эл,88,2020,2113.228
Республика Марий Эл,88,2021,2820.7708
Республика Марий Эл,88,2022,3189.3413
Республика Марий Эл,88,2023,5450.936
Республика Марий Эл,88,2024,6598.7803
Республика Мордовия,89,2016,2723.4229
Республика Мордовия,89,2017,1333.9331
Республика Мордовия,89,2018,1345.8677
Республика Мордовия,89,2019,1642.2433
Республика Мордовия,89,2020,2243.8157
Республика Мордовия,89,2021,2191.699
Республика Мордовия,89,2022,2802.0847
Республика Мордовия,89,2023,3125.4937
Республика Мордовия,89,2024,4439.7637
Республика Северная Осетия-Алания,90,2016,833.9721
Республика Северная Осетия-Алания,90,2017,769.9505
Республика Северная Осетия-Алания,90,2018,819.2474
Республика Северная Осетия-Алания,90,2019,1087.9716
Республика Северная Осетия-Алания,90,2020,1153.563
Республика Северная Осетия-Алания,90,2021,1198.6863
Республика Северная Осетия-Алания,90,2022,1160.8528
Республика Северная Осетия-Алания,90,2023,1775.2078
Республика Северная Осетия-Алания,90,2024,934.1537
Карачаево-Черкесская Республика,91,2016,590.34033
Карачаево-Черкесская Республика,91,2017,515.2669
Карачаево-Черкесская Республика,91,2018,598.64984
Карачаево-Черкесская Республика,91,2019,651.5463
Карачаево-Черкесская Республика,91,2020,738.09064
Карачаево-Черкесская Республика,91,2021,952.012
Карачаево-Черкесская Республика,91,2022,902.6664
Карачаево-Черкесская Республика,91,2023,890.6773
Карачаево-Черкесская Республика,91,2024,1130.3358
Республика Татарстан (Татарстан),92,2016,24666.896
Республика Татарстан (Татарстан),92,2017,25738.12
Республика Татарстан (Татарстан),92,2018,24438.396
Республика Татарстан (Татарстан),92,2019,31259.223
Республика Татарстан (Татарстан),92,2020,35476.727
Республика Татарстан (Татарстан),92,2021,39731.707
Республика Татарстан (Татарстан),92,2022,59219.742
Республика Татарстан (Татарстан),92,2023,72377.67
Республика Татарстан (Татарстан),92,2024,89149.695
Республика Тыва,93,2016,3021.4597
Республика Тыва,93,2017,2682.1372
Республика Тыва,93,2018,647.4221
Республика Тыва,93,2019,442.2205
Республика Тыва,93,2020,750.7202
Республика Тыва,93,2021,1181.8616
Республика Тыва,93,2022,1294.8232
Республика Тыва,93,2023,1283.9266
Республика Тыва,93,2024,1324.0962
Удмуртская Республика,94,2016,3675.2659
Удмуртская Республика,94,2017,4270.8066
Удмуртская Республика,94,2018,4587.5825
Удмуртская Республика,94,2019,6421.3857
Удмуртская Республика,94,2020,8683.573
Удмуртская Республика,94,2021,10040.982
Удмуртская Республика,94,2022,11059.504
Удмуртская Республика,94,2023,16867.006
Удмуртская Республика,94,2024,18931.336
Республика Хакасия,95,2016,522.4264
Республика Хакасия,95,2017,485.9479
Республика Хакасия,95,2018,1883.9327
Республика Хакасия,95,2019,1164.7548
Республика Хакасия,95,2020,2806.2803
Республика Хакасия,95,2021,1819.7698
Республика Хакасия,95,2022,2239.1504
Республика Хакасия,95,2023,2312.5952
Республика Хакасия,95,2024,2683.8357
Чеченская Республика,96,2016,1277.1101
Чеченская Республика,96,2017,1423.0454
Чеченская Республика,96,2018,1411.3512
Чеченская Республика,96,2019,2298.9438
Чеченская Республика,96,2020,1568.6506
Чеченская Республика,96,2021,1744.2168
Чеченская Республика,96,2022,1904.3435
Чеченская Республика,96,2023,3704.9412
Чеченская Республика,96,2024,2194.2124
Чувашская Республика - Чувашия,97,2016,2246.051
Чувашская Республика - Чувашия,97,2017,2554.215
Чувашская Республика - Чувашия,97,2018,2910.7747
Чувашская Республика - Чувашия,97,2019,1903.1128
Чувашская Республика - Чувашия,97,2020,2668.8333
Чувашская Республика - Чувашия,97,2021,4131.986
Чувашская Республика - Чувашия,97,2022,5437.1123
Чувашская Республика - Чувашия,97,2023,6706.479
Чувашская Республика - Чувашия,97,2024,9397.402
Республика Саха (Якутия),98,2016,39504.79
Республика Саха (Якутия),98,2017,40712.047
Республика Саха (Якутия),98,2018,6555.62
Республика Саха (Якутия),98,2019,8560.813
Республика Саха (Якутия),98,2020,10748.268
Республика Саха (Якутия),98,2021,21230.62
Республика Саха (Якутия),98,2022,21544.97
Республика Саха (Якутия),98,2023,15981.975
Республика Саха (Якутия),98,2024,18984.654
Еврейская автономная область,99,2016,273.019
Еврейская автономная область,99,2017,264.09808
Еврейская автономная область,99,2018,318.4191
Еврейская автономная область,99,2019,216.84941
Еврейская автономная область,99,2020,640.6776
Еврейская автономная область,99,2021,1164.4283
Еврейская автономная область,99,2022,759.9187
Еврейская автономная область,99,2023,3557.702
Еврейская автономная область,99,2024,776.10986
