sector,okved2,year,factoriescap_s
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2022.0,1103930.0
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2023.0,1179199.0
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2024.0,1368961.0
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2025.0,1614694.0
Производство фармацевтических субстанций,21.1,2017.0,31306.0
Производство фармацевтических субстанций,21.1,2018.0,23734.0
Производство фармацевтических субстанций,21.1,2019.0,32076.0
Производство фармацевтических субстанций,21.1,2020.0,55985.0
Производство фармацевтических субстанций,21.1,2021.0,67295.0
Производство фармацевтических субстанций,21.1,2022.0,64628.0
Производство фармацевтических субстанций,21.1,2023.0,45919.0
Производство фармацевтических субстанций,21.1,2024.0,48594.0
Производство фармацевтических субстанций,21.1,2025.0,60028.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2017.0,469065.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2018.0,534063.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2019.0,606691.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2020.0,873258.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2021.0,1288093.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2022.0,1039302.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2023.0,1133280.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2024.0,1320366.0
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2025.0,1554664.0
Производство резиновых и пластмассовых изделий,22,2017.0,1019690.0
Производство резиновых и пластмассовых изделий,22,2018.0,1160523.0
Производство резиновых и пластмассовых изделий,22,2019.0,1218553.0
Производство резиновых и пластмассовых изделий,22,2020.0,1534341.0
Производство резиновых и пластмассовых изделий,22,2021.0,1809938.0
Производство резиновых и пластмассовых изделий,22,2022.0,2011660.0
Производство резиновых и пластмассовых изделий,22,2023.0,2249773.0
Производство резиновых и пластмассовых изделий,22,2024.0,2588410.0
Производство резиновых и пластмассовых изделий,22,2025.0,2516003.0
Производство резиновых изделий,22.1,2017.0,209607.0
Производство резиновых изделий,22.1,2018.0,237095.0
Производство резиновых изделий,22.1,2019.0,230065.0
Производство резиновых изделий,22.1,2020.0,260569.0
Производство резиновых изделий,22.1,2021.0,315557.0
Производство резиновых изделий,22.1,2022.0,348383.0
Производство резиновых изделий,22.1,2023.0,398359.0
Производство резиновых изделий,22.1,2024.0,443222.0
Производство резиновых изделий,22.1,2025.0,386019.0
Производство изделий из пластмасс,22.2,2017.0,810083.0
Производство изделий из пластмасс,22.2,2018.0,923428.0
Производство изделий из пластмасс,22.2,2019.0,988488.0
Производство изделий из пластмасс,22.2,2020.0,1273771.0
Производство изделий из пластмасс,22.2,2021.0,1494382.0
Производство изделий из пластмасс,22.2,2022.0,1663277.0
Производство изделий из пластмасс,22.2,2023.0,1851414.0
Производство изделий из пластмасс,22.2,2024.0,2145188.0
Производство изделий из пластмасс,22.2,2025.0,2129984.0
Производство прочей неметаллической минеральной продукции,23,2017.0,1443785.0
Производство прочей неметаллической минеральной продукции,23,2018.0,1602972.0
Производство прочей неметаллической минеральной продукции,23,2019.0,1752046.0
Производство прочей неметаллической минеральной продукции,23,2020.0,1907339.0
Производство прочей неметаллической минеральной продукции,23,2021.0,2096262.0
Производство прочей неметаллической минеральной продукции,23,2022.0,2587306.0
Производство прочей неметаллической минеральной продукции,23,2023.0,2920665.0
Производство прочей неметаллической минеральной продукции,23,2024.0,3402170.0
Производство прочей неметаллической минеральной продукции,23,2025.0,3164976.0
Производство стекла и изделий из стекла,23.1,2017.0,206035.0
Производство стекла и изделий из стекла,23.1,2018.0,231123.0
Производство стекла и изделий из стекла,23.1,2019.0,231275.0
Производство стекла и изделий из стекла,23.1,2020.0,261332.0
Производство стекла и изделий из стекла,23.1,2021.0,316569.0
Производство стекла и изделий из стекла,23.1,2022.0,322775.0
Производство стекла и изделий из стекла,23.1,2023.0,370645.0
Производство стекла и изделий из стекла,23.1,2024.0,436187.0
Производство стекла и изделий из стекла,23.1,2025.0,445694.0
Производство огнеупорных изделий,23.2,2017.0,68164.0
Производство огнеупорных изделий,23.2,2018.0,72888.0
Производство огнеупорных изделий,23.2,2019.0,80771.0
Производство огнеупорных изделий,23.2,2020.0,76443.0
Производство огнеупорных изделий,23.2,2021.0,77651.0
Производство огнеупорных изделий,23.2,2022.0,105011.0
Производство огнеупорных изделий,23.2,2023.0,108890.0
Производство огнеупорных изделий,23.2,2024.0,122120.0
Производство огнеупорных изделий,23.2,2025.0,109072.0
Производство строительных керамических материалов,23.3,2017.0,99025.0
Производство строительных керамических материалов,23.3,2018.0,104430.0
Производство строительных керамических материалов,23.3,2019.0,112590.0
Производство строительных керамических материалов,23.3,2020.0,114300.0
Производство строительных керамических материалов,23.3,2021.0,133937.0
Производство строительных керамических материалов,23.3,2022.0,160257.0
Производство строительных керамических материалов,23.3,2023.0,171230.0
Производство строительных керамических материалов,23.3,2024.0,182405.0
Производство строительных керамических материалов,23.3,2025.0,168973.0
Производство прочих фарфоровых и керамических изделий,23.4,2017.0,33850.0
Производство прочих фарфоровых и керамических изделий,23.4,2018.0,39184.0
Производство прочих фарфоровых и керамических изделий,23.4,2019.0,31970.0
Производство прочих фарфоровых и керамических изделий,23.4,2020.0,34005.0
Производство прочих фарфоровых и керамических изделий,23.4,2021.0,38635.0
Производство прочих фарфоровых и керамических изделий,23.4,2022.0,44992.0
Производство прочих фарфоровых и керамических изделий,23.4,2023.0,49224.0
Производство прочих фарфоровых и керамических изделий,23.4,2024.0,50012.0
Производство прочих фарфоровых и керамических изделий,23.4,2025.0,47606.0
"Производство цемента, извести и гипса",23.5,2017.0,232242.0
"Производство цемента, извести и гипса",23.5,2018.0,236209.0
"Производство цемента, извести и гипса",23.5,2019.0,260879.0
"Производство цемента, извести и гипса",23.5,2020.0,258892.0
"Производство цемента, извести и гипса",23.5,2021.0,295502.0
"Производство цемента, извести и гипса",23.5,2022.0,365989.0
"Производство цемента, извести и гипса",23.5,2023.0,435838.0
"Производство цемента, извести и гипса",23.5,2024.0,503878.0
"Производство цемента, извести и гипса",23.5,2025.0,485263.0
"Производство изделий из бетона, цемента и гипса",23.6,2017.0,538472.0
"Производство изделий из бетона, цемента и гипса",23.6,2018.0,579479.0
"Производство изделий из бетона, цемента и гипса",23.6,2019.0,650429.0
"Производство изделий из бетона, цемента и гипса",23.6,2020.0,757985.0
"Производство изделий из бетона, цемента и гипса",23.6,2021.0,781247.0
"Производство изделий из бетона, цемента и гипса",23.6,2022.0,1015214.0
"Производство изделий из бетона, цемента и гипса",23.6,2023.0,1152880.0
"Производство изделий из бетона, цемента и гипса",23.6,2024.0,1365095.0
"Производство изделий из бетона, цемента и гипса",23.6,2025.0,1228114.0
"Резка, обработка и отделка камня",23.7,2017.0,29072.0
"Резка, обработка и отделка камня",23.7,2018.0,32335.0
"Резка, обработка и отделка камня",23.7,2019.0,34287.0
"Резка, обработка и отделка камня",23.7,2020.0,39735.0
"Резка, обработка и отделка камня",23.7,2021.0,31651.0
"Резка, обработка и отделка камня",23.7,2022.0,50176.0
"Резка, обработка и отделка камня",23.7,2023.0,64040.0
"Резка, обработка и отделка камня",23.7,2024.0,79610.0
"Резка, обработка и отделка камня",23.7,2025.0,76179.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2017.0,236926.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2018.0,307323.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2019.0,349848.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2020.0,364647.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2021.0,421070.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2022.0,522892.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2023.0,567918.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2024.0,662863.0
"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки",23.9,2025.0,604071.0
Производство металлургическое,24,2017.0,5165508.0
Производство металлургическое,24,2018.0,6099609.0
Производство металлургическое,24,2019.0,7087416.0
Производство металлургическое,24,2020.0,7877548.0
Производство металлургическое,24,2021.0,10722295.0
Производство металлургическое,24,2022.0,10551310.0
Производство металлургическое,24,2023.0,11482510.0
Производство металлургическое,24,2024.0,12411563.0
Производство металлургическое,24,2025.0,12057123.0
"Производство чугуна, стали и ферросплавов",24.1,2017.0,2304628.0
"Производство чугуна, стали и ферросплавов",24.1,2018.0,2836899.0
"Производство чугуна, стали и ферросплавов",24.1,2019.0,2702111.0
"Производство чугуна, стали и ферросплавов",24.1,2020.0,2731276.0
"Производство чугуна, стали и ферросплавов",24.1,2021.0,4658304.0
"Производство чугуна, стали и ферросплавов",24.1,2022.0,4079133.0
"Производство чугуна, стали и ферросплавов",24.1,2023.0,4318859.0
"Производство чугуна, стали и ферросплавов",24.1,2024.0,4387084.0
"Производство чугуна, стали и ферросплавов",24.1,2025.0,3575571.0
"Производство стальных труб, полых профилей и фитингов",24.2,2017.0,617172.0
"Производство стальных труб, полых профилей и фитингов",24.2,2018.0,704871.0
"Производство стальных труб, полых профилей и фитингов",24.2,2019.0,719599.0
"Производство стальных труб, полых профилей и фитингов",24.2,2020.0,613469.0
"Производство стальных труб, полых профилей и фитингов",24.2,2021.0,808425.0
"Производство стальных труб, полых профилей и фитингов",24.2,2022.0,1053328.0
"Производство стальных труб, полых профилей и фитингов",24.2,2023.0,1110233.0
"Производство стальных труб, полых профилей и фитингов",24.2,2024.0,1050204.0
"Производство стальных труб, полых профилей и фитингов",24.2,2025.0,836683.0
Производство прочих стальных изделий первичной обработкой,24.3,2017.0,194577.0
Производство прочих стальных изделий первичной обработкой,24.3,2018.0,226893.0
Производство прочих стальных изделий первичной обработкой,24.3,2019.0,239921.0
Производство прочих стальных изделий первичной обработкой,24.3,2020.0,265333.0
Производство прочих стальных изделий первичной обработкой,24.3,2021.0,399007.0
Производство прочих стальных изделий первичной обработкой,24.3,2022.0,354974.0
Производство прочих стальных изделий первичной обработкой,24.3,2023.0,400065.0
Производство прочих стальных изделий первичной обработкой,24.3,2024.0,484320.0
Производство прочих стальных изделий первичной обработкой,24.3,2025.0,409047.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2017.0,1975028.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2018.0,2246405.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2019.0,3339206.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2020.0,4182417.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2021.0,4755729.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2022.0,4931352.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2023.0,5499974.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2024.0,6297074.0
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2025.0,7079813.0
Литье металлов,24.5,2017.0,74103.0
Литье металлов,24.5,2018.0,84541.0
Литье металлов,24.5,2019.0,86580.0
Литье металлов,24.5,2020.0,85053.0
Литье металлов,24.5,2021.0,100829.0
Литье металлов,24.5,2022.0,132522.0
Литье металлов,24.5,2023.0,153379.0
Литье металлов,24.5,2024.0,192881.0
Литье металлов,24.5,2025.0,156011.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2017.0,2296135.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2018.0,2449547.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2019.0,2713221.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2020.0,3136423.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2021.0,3468302.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2022.0,3952913.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2023.0,5179918.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2024.0,6960539.0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2025.0,7754255.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2017.0,1236843.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2018.0,1274292.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2019.0,1486477.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2020.0,1587543.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2021.0,1636211.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2022.0,1879436.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2023.0,2514998.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2024.0,3580995.0
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2025.0,4558566.0
Производство строительных металлических конструкций и изделий,25.1,2017.0,477181.0
Производство строительных металлических конструкций и изделий,25.1,2018.0,567665.0
Производство строительных металлических конструкций и изделий,25.1,2019.0,551376.0
Производство строительных металлических конструкций и изделий,25.1,2020.0,749342.0
Производство строительных металлических конструкций и изделий,25.1,2021.0,879056.0
Производство строительных металлических конструкций и изделий,25.1,2022.0,1017951.0
Производство строительных металлических конструкций и изделий,25.1,2023.0,1283219.0
Производство строительных металлических конструкций и изделий,25.1,2024.0,1568762.0
Производство строительных металлических конструкций и изделий,25.1,2025.0,1514746.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2017.0,59693.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2018.0,64812.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2019.0,75018.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2020.0,90960.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2021.0,107089.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2022.0,120817.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2023.0,159487.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2024.0,190210.0
"Производство металлических цистерн, резервуаров и прочих емкостей",25.2,2025.0,170398.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2017.0,84354.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2018.0,82224.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2019.0,88791.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2020.0,88619.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2021.0,109839.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2022.0,122445.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2023.0,153917.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2024.0,255184.0
"Производство паровых котлов, кроме котлов центрального отопления",25.3,2025.0,255673.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2017.0,57478.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2018.0,69994.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2019.0,60226.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2020.0,69483.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2021.0,93993.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2022.0,100547.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2023.0,122643.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2024.0,140969.0
"Ковка, прессование, штамповка и профилирование; изготовление изделий методом порошковой металлургии",25.5,2025.0,136138.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2017.0,339303.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2018.0,345423.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2019.0,407179.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2020.0,498131.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2021.0,589213.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2022.0,651455.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2023.0,866844.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2024.0,1128841.0
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2025.0,1023892.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2017.0,41282.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2018.0,45137.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2019.0,44153.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2020.0,52347.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2021.0,52901.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2022.0,60263.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2023.0,78810.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2024.0,95578.0
"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий",25.7,2025.0,94836.0
"Производство компьютеров, электронных и оптических изделий",26,2017.0,1315062.0
"Производство компьютеров, электронных и оптических изделий",26,2018.0,1357134.0
"Производство компьютеров, электронных и оптических изделий",26,2019.0,1519204.0
"Производство компьютеров, электронных и оптических изделий",26,2020.0,1631830.0
"Производство компьютеров, электронных и оптических изделий",26,2021.0,1694447.0
"Производство компьютеров, электронных и оптических изделий",26,2022.0,1954287.0
"Производство компьютеров, электронных и оптических изделий",26,2023.0,2635868.0
"Производство компьютеров, электронных и оптических изделий",26,2024.0,3631943.0
"Производство компьютеров, электронных и оптических изделий",26,2025.0,4081876.0
Производство электрического оборудования,27,2017.0,907045.0
Производство электрического оборудования,27,2018.0,1001513.0
Производство электрического оборудования,27,2019.0,1041579.0
Производство электрического оборудования,27,2020.0,1177820.0
Производство электрического оборудования,27,2021.0,1366354.0
Производство электрического оборудования,27,2022.0,1474694.0
Производство электрического оборудования,27,2023.0,1872516.0
Производство электрического оборудования,27,2024.0,2237440.0
Производство электрического оборудования,27,2025.0,2158509.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2017.0,370887.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2018.0,413689.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2019.0,414886.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2020.0,464011.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2021.0,476148.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2022.0,539674.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,732478.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2024.0,893118.0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2025.0,856570.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2017.0,34728.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2018.0,37389.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2019.0,38198.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2020.0,39653.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2021.0,48524.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2022.0,48805.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2023.0,71276.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2024.0,95073.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2025.0,108988.0
Производство кабелей и кабельной арматуры,27.3,2017.0,231887.0
Производство кабелей и кабельной арматуры,27.3,2018.0,266323.0
Производство кабелей и кабельной арматуры,27.3,2019.0,285603.0
Производство кабелей и кабельной арматуры,27.3,2020.0,306196.0
Производство кабелей и кабельной арматуры,27.3,2021.0,426563.0
Производство кабелей и кабельной арматуры,27.3,2022.0,483766.0
Производство кабелей и кабельной арматуры,27.3,2023.0,567433.0
Производство кабелей и кабельной арматуры,27.3,2024.0,668467.0
Производство кабелей и кабельной арматуры,27.3,2025.0,632043.0
Производство электрических ламп и осветительного оборудования,27.4,2017.0,45428.0
Производство электрических ламп и осветительного оборудования,27.4,2018.0,48655.0
Производство электрических ламп и осветительного оборудования,27.4,2019.0,53722.0
Производство электрических ламп и осветительного оборудования,27.4,2020.0,67505.0
Производство электрических ламп и осветительного оборудования,27.4,2021.0,61110.0
Производство электрических ламп и осветительного оборудования,27.4,2022.0,72796.0
Производство электрических ламп и осветительного оборудования,27.4,2023.0,97318.0
Производство электрических ламп и осветительного оборудования,27.4,2024.0,121145.0
Производство электрических ламп и осветительного оборудования,27.4,2025.0,101137.0
Производство бытовых приборов,27.5,2017.0,112311.0
Производство бытовых приборов,27.5,2018.0,121913.0
Производство бытовых приборов,27.5,2019.0,130192.0
Производство бытовых приборов,27.5,2020.0,147537.0
Производство бытовых приборов,27.5,2021.0,187428.0
Производство бытовых приборов,27.5,2022.0,143107.0
Производство бытовых приборов,27.5,2023.0,145197.0
Производство бытовых приборов,27.5,2024.0,157998.0
Производство бытовых приборов,27.5,2025.0,146961.0
Производство прочего электрического оборудования,27.9,2017.0,111805.0
Производство прочего электрического оборудования,27.9,2018.0,113543.0
Производство прочего электрического оборудования,27.9,2019.0,118978.0
Производство прочего электрического оборудования,27.9,2020.0,152918.0
Производство прочего электрического оборудования,27.9,2021.0,166581.0
Производство прочего электрического оборудования,27.9,2022.0,186546.0
Производство прочего электрического оборудования,27.9,2023.0,258813.0
Производство прочего электрического оборудования,27.9,2024.0,301639.0
Производство прочего электрического оборудования,27.9,2025.0,312811.0
"Производство машин и оборудования, не включенных в другие группировки",28,2017.0,1125420.0
"Производство машин и оборудования, не включенных в другие группировки",28,2018.0,1249276.0
"Производство машин и оборудования, не включенных в другие группировки",28,2019.0,1334048.0
"Производство машин и оборудования, не включенных в другие группировки",28,2020.0,1604709.0
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,1722129.0
"Производство машин и оборудования, не включенных в другие группировки",28,2022.0,2009750.0
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,2566002.0
"Производство машин и оборудования, не включенных в другие группировки",28,2024.0,3084873.0
"Производство машин и оборудования, не включенных в другие группировки",28,2025.0,3150521.0
Производство машин и оборудования общего назначения,28.1,2017.0,368126.0
Производство машин и оборудования общего назначения,28.1,2018.0,393318.0
Производство машин и оборудования общего назначения,28.1,2019.0,412457.0
Производство машин и оборудования общего назначения,28.1,2020.0,464940.0
Производство машин и оборудования общего назначения,28.1,2021.0,488708.0
Производство машин и оборудования общего назначения,28.1,2022.0,589794.0
Производство машин и оборудования общего назначения,28.1,2023.0,772704.0
Производство машин и оборудования общего назначения,28.1,2024.0,873411.0
Производство машин и оборудования общего назначения,28.1,2025.0,923803.0
Производство прочих машин и оборудования общего назначения,28.2,2017.0,310585.0
Производство прочих машин и оборудования общего назначения,28.2,2018.0,352861.0
Производство прочих машин и оборудования общего назначения,28.2,2019.0,389500.0
Производство прочих машин и оборудования общего назначения,28.2,2020.0,464531.0
Производство прочих машин и оборудования общего назначения,28.2,2021.0,491001.0
Производство прочих машин и оборудования общего назначения,28.2,2022.0,530095.0
Производство прочих машин и оборудования общего назначения,28.2,2023.0,657488.0
Производство прочих машин и оборудования общего назначения,28.2,2024.0,833772.0
Производство прочих машин и оборудования общего назначения,28.2,2025.0,821694.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2017.0,128221.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2018.0,123871.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2019.0,120793.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2020.0,177809.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2021.0,247508.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2022.0,263201.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2023.0,271293.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2024.0,249508.0
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2025.0,207153.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2017.0,22323.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2018.0,29767.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2019.0,29658.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2020.0,39235.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2021.0,38323.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2022.0,41435.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2023.0,62184.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2024.0,83651.0
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2025.0,80681.0
Производство прочих машин специального назначения,28.9,2017.0,296166.0
Производство прочих машин специального назначения,28.9,2018.0,349459.0
Производство прочих машин специального назначения,28.9,2019.0,381641.0
Производство прочих машин специального назначения,28.9,2020.0,458194.0
Производство прочих машин специального назначения,28.9,2021.0,456588.0
Производство прочих машин специального назначения,28.9,2022.0,585224.0
Производство прочих машин специального назначения,28.9,2023.0,802334.0
Производство прочих машин специального назначения,28.9,2024.0,1044531.0
Производство прочих машин специального назначения,28.9,2025.0,1117188.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2017.0,2126154.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2018.0,2549635.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2019.0,2710318.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2020.0,2610467.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2021.0,3235233.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2022.0,1931438.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2023.0,2429196.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2024.0,3301686.0
"Производство автотранспортных средств, прицепов и полуприцепов",29,2025.0,2844311.0
Производство автотранспортных средств,29.1,2017.0,1627493.0
Производство автотранспортных средств,29.1,2018.0,1979682.0
Производство автотранспортных средств,29.1,2019.0,2057888.0
Производство автотранспортных средств,29.1,2020.0,1974236.0
Производство автотранспортных средств,29.1,2021.0,2437627.0
Производство автотранспортных средств,29.1,2022.0,1323699.0
