sector,okved2,year,researchers_s
"Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической технологии, машиностроению, а также в области промышленного строительства, системотехники и техники безопасности",71.12.12,2024,1423.0
"Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической технологии, машиностроению, а также в области промышленного строительства, системотехники и техники безопасности",71.12.12,2025,1251.0
"Деятельность заказчика-застройщика, генерального подрядчика",71.12.2,2021,26.0
"Деятельность заказчика-застройщика, генерального подрядчика",71.12.2,2023,433.0
"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы",71.12.3,2024,966.0
"Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы",71.12.3,2025,1022.0
Деятельность геодезическая и картографическая,71.12.4,2024,315.0
"Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения",71.12.5,2024,231.0
"Деятельность в области гидрометеорологии и смежных с ней областях, мониторинга состояния окружающей среды, ее загрязнения",71.12.5,2025,229.0
"Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции",71.12.6,2024,245.0
"Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции",71.12.6,2025,571.0
Деятельность в области метрологии,71.12.62,2025,307.0
"Технические испытания, исследования, анализ и сертификация",71.2,2017,677.0
"Технические испытания, исследования, анализ и сертификация",71.2,2018,640.0
"Технические испытания, исследования, анализ и сертификация",71.2,2019,5048.0
"Технические испытания, исследования, анализ и сертификация",71.2,2020,2097.0
"Технические испытания, исследования, анализ и сертификация",71.2,2021,2026.0
"Технические испытания, исследования, анализ и сертификация",71.2,2022,1873.0
"Технические испытания, исследования, анализ и сертификация",71.2,2023,3799.0
"Технические испытания, исследования, анализ и сертификация",71.20,2024,1913.0
"Технические испытания, исследования, анализ и сертификация",71.20,2025,5891.0
Судебно-экспертная деятельность,71.20.2,2025,9.0
"Сертификация продукции, услуг и организаций",71.20.8,2025,4021.0
"Деятельность по техническому контролю, испытаниям и анализу прочая",71.20.9,2025,1041.0
Научные исследования и разработки,72,2017,559836.0
Научные исследования и разработки,72,2018,535895.0
Научные исследования и разработки,72,2019,503107.0
Научные исследования и разработки,72,2020,495670.0
Научные исследования и разработки,72,2021,482399.0
Научные исследования и разработки,72,2022,478696.0
Научные исследования и разработки,72,2023,475807.0
Научные исследования и разработки,72,2024,460354.0
Научные исследования и разработки,72,2025,457052.0
Научные исследования и разработки в области естественных и технических наук,72.1,2017,547895.0
Научные исследования и разработки в области естественных и технических наук,72.1,2018,521518.0
Научные исследования и разработки в области естественных и технических наук,72.1,2019,487209.0
Научные исследования и разработки в области естественных и технических наук,72.1,2020,481002.0
Научные исследования и разработки в области естественных и технических наук,72.1,2021,469116.0
Научные исследования и разработки в области естественных и технических наук,72.1,2022,463269.0
Научные исследования и разработки в области естественных и технических наук,72.1,2023,462203.0
Научные исследования и разработки в области естественных и технических наук,72.1,2024,446352.0
Научные исследования и разработки в области естественных и технических наук,72.1,2025,443197.0
Научные исследования и разработки в области биотехнологии,72.11,2017,556.0
Научные исследования и разработки в области биотехнологии,72.11,2018,278.0
Научные исследования и разработки в области биотехнологии,72.11,2019,1388.0
Научные исследования и разработки в области биотехнологии,72.11,2020,2687.0
Научные исследования и разработки в области биотехнологии,72.11,2021,3585.0
Научные исследования и разработки в области биотехнологии,72.11,2022,3117.0
Научные исследования и разработки в области биотехнологии,72.11,2023,3269.0
Научные исследования и разработки в области биотехнологии,72.11,2024,3038.0
Научные исследования и разработки в области биотехнологии,72.11,2025,2956.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2017,547305.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2018,521240.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2019,485821.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2020,478315.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2021,465531.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2022,460152.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2023,458934.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2024,443314.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2025,440241.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2017,11941.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2018,14377.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2019,15898.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2020,14668.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2021,13283.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2022,15427.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2023,13604.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.20,2024,14002.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.20,2025,13855.0
Научные исследования и разработки в области общественных наук,72.20.1,2017,399.0
Научные исследования и разработки в области общественных наук,72.20.1,2018,371.0
Научные исследования и разработки в области общественных наук,72.20.1,2019,698.0
Научные исследования и разработки в области общественных наук,72.20.1,2020,935.0
Научные исследования и разработки в области общественных наук,72.20.1,2021,912.0
Научные исследования и разработки в области общественных наук,72.20.1,2022,2783.0
Научные исследования и разработки в области общественных наук,72.20.1,2023,955.0
Научные исследования и разработки в области общественных наук,72.20.1,2024,1976.0
Научные исследования и разработки в области общественных наук,72.20.1,2025,832.0
Научные исследования и разработки в области общественных наук прочие,72.20.19,2024,1115.0
Научные исследования и разработки в области общественных наук прочие,72.20.19,2025,150.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2017,1109.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2018,1021.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2019,1101.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2020,601.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2021,410.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2022,398.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2023,425.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2024,377.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2025,1023.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2017,8.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2018,42.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2020,46.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2021,26.0
Деятельность рекламная,73.1,2021,15.0
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2017,8.0
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2018,42.0
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2020,46.0
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2021,11.0
Деятельность профессиональная научная и техническая прочая,74,2019,621.0
Деятельность профессиональная научная и техническая прочая,74,2020,934.0
Деятельность профессиональная научная и техническая прочая,74,2021,809.0
Деятельность профессиональная научная и техническая прочая,74,2022,762.0
Деятельность профессиональная научная и техническая прочая,74,2023,105.0
Деятельность профессиональная научная и техническая прочая,74,2024,698.0
Деятельность профессиональная научная и техническая прочая,74,2025,222.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2019,621.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2020,934.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2021,809.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2022,762.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2023,105.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.90,2024,698.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.90,2025,220.0
Деятельность иная в области защиты информации,74.90.09.АГ,2020,93.0
Деятельность иная в области защиты информации,74.90.09.АГ,2024,680.0
Деятельность иная в области защиты информации,74.90.09.АГ,2025,137.0
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2024,680.0
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2025,137.0
Деятельность ветеринарная,75,2021,18.0
Аренда и лизинг,77,2020,5.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2017,37.0
Деятельность административно,82,2018,30.0
Деятельность административно,82,2019,142.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2020,515.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2021,411.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2022,1193.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2023,230.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2024,143.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2025,180.0
Деятельность по организации конференций и выставок,82.30,2024,7.0
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2025,170.0
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2025,170.0
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2024,781.0
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2025,776.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2018,1385.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2020,813.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2024,756.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2025,751.0
Предоставление государственных услуг обществу,84.2,2024,767.0
Предоставление государственных услуг обществу,84.2,2025,769.0
Образование,85,2024,66191.0
Образование,85,2025,65007.0
Образование общее,85.1,2020,47.0
Образование общее,85.1,2021,18.0
Образование профессиональное,85.2,2017,58131.0
Образование профессиональное,85.2,2018,59717.0
Образование профессиональное,85.2,2019,61847.0
Образование профессиональное,85.2,2020,63359.0
Образование профессиональное,85.2,2021,66201.0
Образование профессиональное,85.2,2022,67512.0
Образование профессиональное,85.2,2023,67449.0
Образование профессиональное,85.2,2024,65144.0
Образование профессиональное,85.2,2025,64613.0
Образование профессиональное среднее,85.21,2017,81.0
Образование профессиональное среднее,85.21,2018,62.0
Образование профессиональное среднее,85.21,2019,88.0
Образование профессиональное среднее,85.21,2020,20.0
Образование профессиональное среднее,85.21,2021,22.0
Образование профессиональное среднее,85.21,2022,18.0
Образование профессиональное среднее,85.21,2023,10.0
Образование профессиональное среднее,85.21,2024,11.0
Образование профессиональное среднее,85.21,2025,8.0
Образование высшее,85.22,2017,57482.0
Образование высшее,85.22,2018,59175.0
Образование высшее,85.22,2019,61095.0
Образование высшее,85.22,2020,63098.0
Образование высшее,85.22,2021,65769.0
Образование высшее,85.22,2022,67104.0
Образование высшее,85.22,2023,67325.0
Образование высшее,85.22,2024,65031.0
Образование высшее,85.22,2025,64519.0
Образование высшее - бакалавриат,85.22.1,2024,3836.0
Образование высшее - бакалавриат,85.22.1,2025,4021.0
Образование высшее - специалитет,85.22.2,2024,392.0
Образование высшее - специалитет,85.22.2,2025,428.0
Образование высшее - магистратура,85.22.3,2024,1270.0
Образование высшее - магистратура,85.22.3,2025,1498.0
Подготовка кадров высшей квалификации,85.23,2017,568.0
Подготовка кадров высшей квалификации,85.23,2018,480.0
Подготовка кадров высшей квалификации,85.23,2019,664.0
Подготовка кадров высшей квалификации,85.23,2020,241.0
Подготовка кадров высшей квалификации,85.23,2021,410.0
Подготовка кадров высшей квалификации,85.23,2022,390.0
Подготовка кадров высшей квалификации,85.23,2023,114.0
Подготовка кадров высшей квалификации,85.23,2024,102.0
Подготовка кадров высшей квалификации,85.23,2025,86.0
Обучение профессиональное,85.3,2020,3.0
Образование дополнительное,85.4,2017,166.0
Образование дополнительное,85.4,2018,109.0
Образование дополнительное,85.4,2019,115.0
Образование дополнительное,85.4,2020,317.0
Образование дополнительное,85.4,2021,102.0
Образование дополнительное,85.4,2022,166.0
Образование дополнительное,85.4,2023,410.0
Образование дополнительное,85.4,2024,1028.0
Образование дополнительное,85.4,2025,377.0
Образование профессиональное дополнительное,85.42,2024,918.0
Образование профессиональное дополнительное,85.42,2025,209.0
"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,2024,711.0
"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,2025,50.0
Деятельность в области здравоохранения,86,2017,3796.0
Деятельность в области здравоохранения,86,2018,3338.0
Деятельность в области здравоохранения,86,2019,4065.0
Деятельность в области здравоохранения,86,2020,4133.0
Деятельность в области здравоохранения,86,2021,4332.0
Деятельность в области здравоохранения,86,2022,3150.0
Деятельность в области здравоохранения,86,2023,2629.0
Деятельность в области здравоохранения,86,2024,2639.0
Деятельность в области здравоохранения,86,2025,2617.0
Деятельность больничных организаций,86.10,2024,1492.0
Деятельность больничных организаций,86.10,2025,1447.0
Медицинская и стоматологическая практика,86.2,2024,53.0
Медицинская и стоматологическая практика,86.2,2025,63.0
Общая врачебная практика,86.21,2025,62.0
Деятельность в области медицины прочая,86.90,2024,1094.0
Деятельность в области медицины прочая,86.90,2025,1107.0
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2024,1037.0
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2025,1076.0
Предоставление социальных услуг без обеспечения проживания,88,2020,55.0
Предоставление социальных услуг без обеспечения проживания,88,2021,34.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2020,19.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2021,17.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2023,23.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2024,26.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2025,26.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2017,3102.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2018,2647.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2019,2360.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2020,2960.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2021,2539.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2022,2019.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2023,1933.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2024,2254.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2025,1540.0
Деятельность библиотек и архивов,91.01,2024,710.0
Деятельность библиотек и архивов,91.01,2025,237.0
Деятельность музеев,91.02,2024,974.0
Деятельность музеев,91.02,2025,709.0
"Деятельность по охране исторических мест и зданий, памятников культуры",91.03,2024,25.0
"Деятельность по охране исторических мест и зданий, памятников культуры",91.03,2025,26.0
"Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков",91.04,2024,545.0
"Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков",91.04,2025,568.0
Деятельность государственных природных заповедников (в том числе биосферных),91.04.2,2024,93.0
Деятельность государственных природных заповедников (в том числе биосферных),91.04.2,2025,124.0
Деятельность национальных парков,91.04.3,2024,28.0
Деятельность национальных парков,91.04.3,2025,37.0
"Деятельность по организации и проведению азартных игр и заключению пари, по организации и проведению лотерей",92,2021,28.0
"Деятельность в области спорта, отдыха и развлечений",93,2020,30.0
"Деятельность в области спорта, отдыха и развлечений",93,2021,11.0
Деятельность общественных организаций,94,2017,20.0
Деятельность общественных организаций,94,2018,14.0
Деятельность общественных организаций,94,2019,38.0
Деятельность общественных организаций,94,2020,65.0
Деятельность общественных организаций,94,2021,43.0
Деятельность общественных и прочих некоммерческих организаций,94,2022,59.0
Деятельность общественных и прочих некоммерческих организаций,94,2023,42.0
Деятельность общественных и прочих некоммерческих организаций,94,2024,55.0
Деятельность общественных и прочих некоммерческих организаций,94,2025,55.0
Деятельность предпринимательских и профессиональных членских некоммерческих организаций,94.1,2024,27.0
Деятельность предпринимательских и профессиональных членских некоммерческих организаций,94.1,2025,19.0
Деятельность профессиональных членских организаций,94.12,2024,26.0
Деятельность профессиональных членских организаций,94.12,2025,18.0
Деятельность прочих общественных и некоммерческих организаций,94.9,2024,28.0
Деятельность прочих общественных и некоммерческих организаций,94.9,2025,36.0
"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",94.99,2024,25.0
"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",94.99,2025,33.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно",95,2018,63.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2020,24.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2021,20.0
Ремонт коммуникационного оборудования,95.12,2018,40.0
Ремонт коммуникационного оборудования,95.12,2020,24.0
Ремонт коммуникационного оборудования,95.12,2021,20.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2017,821.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2018,529.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2019,369.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2020,520.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2021,469.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2022,435.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2023,301.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2024,429.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2025,371.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2017,429.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2018,422.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2019,460.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020,468.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2021,116.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022,74.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023,233.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2024,204.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2025,228.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2017,70598.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2018,69527.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2019,86451.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2020,93372.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2021,90576.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2022,102169.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2023,106331.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2024,126201.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2025,125833.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2017,146.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2018,162.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020,395.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021,409.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2024,416.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2025,551.0
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2018,157.0
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020,289.0
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2021,538.0
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2024,862.0
СТРОИТЕЛЬСТВО,F,2017,75.0
СТРОИТЕЛЬСТВО,F,2020,8.0
СТРОИТЕЛЬСТВО,F,2021,15.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2017,358.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2018,447.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2019,569.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2020,275.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2021,276.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2022,520.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2023,517.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2024,485.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2025,900.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2017,128.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2018,114.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2019,2535.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2020,413.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2021,1482.0
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2021,898.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2017,3538.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2018,3310.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2019,4307.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2020,7167.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2021,4294.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2022,4346.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2023,4705.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2024,5769.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2025,5220.0
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2017,22.0
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2021,5.0
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2017,688.0
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2018,151.0
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2019,866.0
ДЕЯТЕЛЬНОСТЬ ПО ОПЕРАЦИЯМ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ,L,2020,362.0
