sector,okved2,year,pBDusage_s
Производство часов,26.52,2021.0,0.3333333333333333
Производство часов,26.52,2023.0,
Производство часов,26.52,2024.0,
Производство часов всех видов и прочих приборов времени,26.52.1,2021.0,0.5
Производство часов всех видов и прочих приборов времени,26.52.1,2023.0,
Производство часов всех видов и прочих приборов времени,26.52.1,2024.0,
"Производство часовых механизмов, деталей и составных частей часов и приборов времени",26.52.2,2021.0,
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2021.0,0.42857142857142855
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2023.0,0.26666666666666666
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2024.0,0.06818181818181818
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2021.0,0.34375
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2023.0,0.3125
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2024.0,0.029411764705882353
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2021.0,0.6
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2023.0,
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2024.0,
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2021.0,0.75
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2023.0,0.4
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2024.0,0.4
"Производство ультразвукового оборудования, применяемого в медицинских целях",26.60.7,2023.0,
"Производство прочего оборудования, применяемого в медицинских целях",26.60.9,2021.0,1.0
"Производство оптических приборов, фото- и кинооборудования",26.70,2021.0,0.36363636363636365
"Производство оптических приборов, фото- и кинооборудования",26.70,2023.0,0.3157894736842105
"Производство оптических приборов, фото- и кинооборудования",26.70,2024.0,0.09523809523809523
Производство фото- и кинооборудования,26.70.1,2021.0,0.23076923076923078
Производство фото- и кинооборудования,26.70.1,2023.0,0.5
Производство фото- и кинооборудования,26.70.1,2024.0,0.1111111111111111
Производство оптических систем обнаружения оружия,26.70.3,2021.0,1.0
Производство оптических систем обнаружения оружия,26.70.3,2023.0,
Производство оптических систем обнаружения оружия,26.70.3,2024.0,
"Производство линз, оптических микроскопов, биноклей и телескопов",26.70.5,2021.0,
Производство оптических прицелов и приборов определения координат целей,26.70.6,2021.0,0.8
Производство оптических прицелов и приборов определения координат целей,26.70.6,2023.0,0.14285714285714285
Производство оптических прицелов и приборов определения координат целей,26.70.6,2024.0,0.125
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2021.0,0.4
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2023.0,
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2024.0,
Производство электрического оборудования,27,2021.0,0.37285491419656785
Производство электрического оборудования,27,2023.0,0.23221476510067113
Производство электрического оборудования,27,2024.0,0.11460957178841309
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2021.0,0.3737024221453287
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,0.275
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2024.0,0.1387434554973822
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2021.0,0.35051546391752575
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2023.0,0.24107142857142858
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2024.0,0.11475409836065574
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2021.0,0.3548387096774194
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2023.0,0.23853211009174313
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2024.0,0.12173913043478261
Производство электродвигателей,27.11.11,2021.0,0.28205128205128205
Производство электродвигателей,27.11.11,2023.0,0.24528301886792453
Производство электродвигателей,27.11.11,2024.0,0.09803921568627451
Производство генераторов,27.11.12,2021.0,0.3333333333333333
Производство генераторов,27.11.12,2023.0,0.42857142857142855
Производство генераторов,27.11.12,2024.0,0.2857142857142857
Производство трансформаторов,27.11.13,2021.0,0.47058823529411764
Производство трансформаторов,27.11.13,2023.0,0.16666666666666666
Производство трансформаторов,27.11.13,2024.0,0.05405405405405406
Производство электрической распределительной и регулирующей аппаратуры,27.12,2021.0,0.3854166666666667
Производство электрической распределительной и регулирующей аппаратуры,27.12,2023.0,0.2903225806451613
Производство электрической распределительной и регулирующей аппаратуры,27.12,2024.0,0.15
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2021.0,0.375
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2023.0,0.17647058823529413
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2024.0,0.21052631578947367
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2021.0,
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2023.0,
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2024.0,
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2021.0,0.4
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2023.0,0.21739130434782608
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2024.0,0.3333333333333333
Производство аккумуляторов для автомобилей,27.20.21,2021.0,0.4
Производство аккумуляторов для автомобилей,27.20.21,2023.0,0.08333333333333333
Производство аккумуляторов для автомобилей,27.20.21,2024.0,0.3333333333333333
Производство аккумуляторных батарей и их частей,27.20.22,2021.0,0.38461538461538464
Производство аккумуляторных батарей и их частей,27.20.22,2023.0,0.3333333333333333
Производство аккумуляторных батарей и их частей,27.20.22,2024.0,0.3333333333333333
Производство прочих аккумуляторов,27.20.23,2021.0,1.0
Производство прочих аккумуляторов,27.20.23,2023.0,0.5
Производство прочих аккумуляторов,27.20.23,2024.0,0.5
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2021.0,
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2023.0,
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2024.0,
Производство кабелей и кабельной арматуры,27.3,2021.0,0.4523809523809524
Производство кабелей и кабельной арматуры,27.3,2023.0,0.234375
Производство кабелей и кабельной арматуры,27.3,2024.0,0.08904109589041095
Производство волоконно-оптических кабелей,27.31,2021.0,0.14285714285714285
Производство волоконно-оптических кабелей,27.31,2023.0,0.3333333333333333
Производство волоконно-оптических кабелей,27.31,2024.0,0.07692307692307693
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2021.0,0.45918367346938777
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2023.0,0.2403846153846154
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2024.0,0.1
Производство кабелей для телефонной связи,27.32.1,2021.0,0.6363636363636364
Производство кабелей для телефонной связи,27.32.1,2023.0,0.14285714285714285
Производство кабелей для телефонной связи,27.32.1,2024.0,
Производство силовых кабелей,27.32.2,2021.0,0.43548387096774194
Производство силовых кабелей,27.32.2,2023.0,0.273972602739726
Производство силовых кабелей,27.32.2,2024.0,0.125
Производство обмоточных эмалированных кабелей,27.32.3,2021.0,0.7142857142857143
Производство обмоточных эмалированных кабелей,27.32.3,2023.0,0.2222222222222222
Производство обмоточных эмалированных кабелей,27.32.3,2024.0,0.2857142857142857
Производство электроустановочных изделий,27.33,2021.0,0.7142857142857143
Производство электроустановочных изделий,27.33,2023.0,0.08333333333333333
Производство электроустановочных изделий,27.33,2024.0,
Производство электрических ламп и осветительного оборудования,27.40,2021.0,0.1896551724137931
Производство электрических ламп и осветительного оборудования,27.40,2023.0,0.07575757575757576
Производство электрических ламп и осветительного оборудования,27.40,2024.0,0.047619047619047616
Производство бытовых приборов,27.5,2021.0,0.5172413793103449
Производство бытовых приборов,27.5,2023.0,0.28888888888888886
Производство бытовых приборов,27.5,2024.0,0.07317073170731707
Производство бытовых электрических приборов,27.51,2021.0,0.6190476190476191
Производство бытовых электрических приборов,27.51,2023.0,0.3333333333333333
Производство бытовых электрических приборов,27.51,2024.0,0.03225806451612903
Производство стиральных машин,27.51.1,2021.0,0.5
Производство стиральных машин,27.51.1,2023.0,0.75
Производство стиральных машин,27.51.1,2024.0,
Производство холодильников и морозильников,27.51.2,2023.0,
Производство холодильников и морозильников,27.51.2,2024.0,
Производство бытовых неэлектрических приборов,27.52,2021.0,0.25
Производство бытовых неэлектрических приборов,27.52,2023.0,0.1111111111111111
Производство бытовых неэлектрических приборов,27.52,2024.0,0.2
Производство прочего электрического оборудования,27.90,2021.0,0.3364485981308411
Производство прочего электрического оборудования,27.90,2023.0,0.17857142857142858
Производство прочего электрического оборудования,27.90,2024.0,0.08870967741935484
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2021.0,0.4
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2023.0,0.2087912087912088
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2024.0,0.10185185185185185
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,0.39101338432122373
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,0.1847246891651865
"Производство машин и оборудования, не включенных в другие группировки",28,2024.0,0.11139240506329114
Производство машин и оборудования общего назначения,28.1,2021.0,0.36860068259385664
Производство машин и оборудования общего назначения,28.1,2023.0,0.1588785046728972
Производство машин и оборудования общего назначения,28.1,2024.0,0.08090614886731391
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2021.0,0.5357142857142857
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2023.0,0.21212121212121213
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2024.0,0.0967741935483871
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2021.0,0.7777777777777778
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2023.0,0.2727272727272727
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2024.0,0.1
Производство турбин,28.11.2,2021.0,0.4666666666666667
Производство турбин,28.11.2,2023.0,0.1875
Производство турбин,28.11.2,2024.0,0.11764705882352941
Производство паровых турбин,28.11.21,2021.0,0.5
Производство паровых турбин,28.11.21,2023.0,0.2
Производство паровых турбин,28.11.21,2024.0,
"Производство газовых турбин, кроме турбореактивных и турбовинтовых",28.11.23,2021.0,0.5
"Производство газовых турбин, кроме турбореактивных и турбовинтовых",28.11.23,2023.0,
Производство гидравлического и пневматического силового оборудования,28.12,2021.0,0.38095238095238093
Производство гидравлического и пневматического силового оборудования,28.12,2023.0,0.15789473684210525
Производство гидравлического и пневматического силового оборудования,28.12,2024.0,0.05454545454545454
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2021.0,0.4523809523809524
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2023.0,0.21428571428571427
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2024.0,0.075
Производство гидравлических насосов,28.12.2,2021.0,0.25
Производство гидравлических насосов,28.12.2,2023.0,
Производство гидравлических насосов,28.12.2,2024.0,
Производство прочих насосов и компрессоров,28.13,2021.0,0.34328358208955223
Производство прочих насосов и компрессоров,28.13,2023.0,0.15476190476190477
Производство прочих насосов и компрессоров,28.13,2024.0,0.1
Производство арматуры трубопроводной (арматуры),28.14,2021.0,0.3548387096774194
Производство арматуры трубопроводной (арматуры),28.14,2023.0,0.15384615384615385
Производство арматуры трубопроводной (арматуры),28.14,2024.0,0.04950495049504951
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2021.0,0.30952380952380953
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2023.0,0.13953488372093023
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2024.0,0.14285714285714285
Производство шариковых и роликовых подшипников,28.15.1,2021.0,0.1
Производство шариковых и роликовых подшипников,28.15.1,2023.0,0.10526315789473684
Производство шариковых и роликовых подшипников,28.15.1,2024.0,0.11764705882352941
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2021.0,0.5555555555555556
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2023.0,0.19047619047619047
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2024.0,0.2
Производство прочих подшипников,28.15.9,2024.0,
Производство прочих машин и оборудования общего назначения,28.2,2021.0,0.40683229813664595
Производство прочих машин и оборудования общего назначения,28.2,2023.0,0.2023121387283237
Производство прочих машин и оборудования общего назначения,28.2,2024.0,0.11928934010152284
"Производство печей, термокамер и печных горелок",28.21,2021.0,0.6666666666666666
"Производство печей, термокамер и печных горелок",28.21,2023.0,0.2
"Производство печей, термокамер и печных горелок",28.21,2024.0,0.06896551724137931
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2021.0,0.5555555555555556
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2023.0,0.2727272727272727
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2024.0,0.06666666666666667
Производство электрических печей,28.21.2,2021.0,0.75
Производство электрических печей,28.21.2,2023.0,0.2
Производство электрических печей,28.21.2,2024.0,0.2
Производство подъемно-транспортного оборудования,28.22,2021.0,0.4166666666666667
Производство подъемно-транспортного оборудования,28.22,2023.0,0.22580645161290322
Производство подъемно-транспортного оборудования,28.22,2024.0,0.17391304347826086
Производство талей и подъемников,28.22.1,2021.0,
Производство талей и подъемников,28.22.1,2023.0,0.6666666666666666
Производство талей и подъемников,28.22.1,2024.0,
Производство лебедок и кабестанов,28.22.2,2021.0,
Производство лебедок и кабестанов,28.22.2,2023.0,
Производство лебедок и кабестанов,28.22.2,2024.0,
Производство домкратов и подъемных механизмов для транспортных средств,28.22.3,2021.0,
Производство домкратов и подъемных механизмов для транспортных средств,28.22.3,2023.0,
Производство домкратов и подъемных механизмов для транспортных средств,28.22.3,2024.0,
Производство подъемных кранов,28.22.4,2021.0,0.75
Производство подъемных кранов,28.22.4,2023.0,0.2857142857142857
Производство подъемных кранов,28.22.4,2024.0,0.3
Производство подъемных кранов для строительства,28.22.41,2021.0,0.5
Производство подъемных кранов для строительства,28.22.41,2023.0,
Производство прочих подъемных кранов,28.22.42,2021.0,0.7857142857142857
Производство прочих подъемных кранов,28.22.42,2023.0,0.3076923076923077
Производство прочих подъемных кранов,28.22.42,2024.0,0.3
"Производство автопогрузчиков и тягачей, используемых на железнодорожных платформах",28.22.5,2023.0,
"Производство автопогрузчиков и тягачей, используемых на железнодорожных платформах",28.22.5,2024.0,
"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек",28.22.6,2021.0,0.3076923076923077
"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек",28.22.6,2023.0,0.3333333333333333
"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек",28.22.6,2024.0,0.21428571428571427
Производство пневматических подъемников и конвейеров и прочего оборудования непрерывного действия для товаров или материалов,28.22.7,2021.0,0.5384615384615384
Производство пневматических подъемников и конвейеров и прочего оборудования непрерывного действия для товаров или материалов,28.22.7,2023.0,0.2
Производство пневматических подъемников и конвейеров и прочего оборудования непрерывного действия для товаров или материалов,28.22.7,2024.0,
"Производство прочего грузоподъемного, транспортирующего и погрузочно-разгрузочного оборудования",28.22.9,2021.0,0.35714285714285715
"Производство прочего грузоподъемного, транспортирующего и погрузочно-разгрузочного оборудования",28.22.9,2023.0,0.08333333333333333
"Производство прочего грузоподъемного, транспортирующего и погрузочно-разгрузочного оборудования",28.22.9,2024.0,0.18181818181818182
Производство офисной техники и оборудования (кроме компьютеров и периферийного оборудования),28.23,2021.0,0.4
Производство офисной техники и оборудования (кроме компьютеров и периферийного оборудования),28.23,2023.0,0.42857142857142855
Производство офисной техники и оборудования (кроме компьютеров и периферийного оборудования),28.23,2024.0,
"Производство пишущих машин, машин для обработки текста, калькуляторов, счетных машин и их частей",28.23.1,2021.0,0.75
"Производство пишущих машин, машин для обработки текста, калькуляторов, счетных машин и их частей",28.23.1,2023.0,0.5
"Производство фотокопировальных машин, офисных машин для офсетной печати и прочих офисных машин и оборудования и их составных частей",28.23.2,2021.0,0.2
"Производство фотокопировальных машин, офисных машин для офсетной печати и прочих офисных машин и оборудования и их составных частей",28.23.2,2023.0,0.25
"Производство фотокопировальных машин, офисных машин для офсетной печати и прочих офисных машин и оборудования и их составных частей",28.23.2,2024.0,
Производство ручных инструментов с механизированным приводом,28.24,2021.0,0.375
Производство ручных инструментов с механизированным приводом,28.24,2023.0,0.16666666666666666
Производство ручных инструментов с механизированным приводом,28.24,2024.0,
Производство промышленного холодильного и вентиляционного оборудования,28.25,2021.0,0.32653061224489793
Производство промышленного холодильного и вентиляционного оборудования,28.25,2023.0,0.16568047337278108
Производство промышленного холодильного и вентиляционного оборудования,28.25,2024.0,0.08900523560209424
"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов",28.25.1,2021.0,0.3404255319148936
"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов",28.25.1,2023.0,0.13709677419354838
"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов",28.25.1,2024.0,0.09154929577464789
Производство теплообменных устройств и машин для сжижения воздуха или прочих газов,28.25.11,2021.0,0.38235294117647056
Производство теплообменных устройств и машин для сжижения воздуха или прочих газов,28.25.11,2023.0,0.13513513513513514
Производство теплообменных устройств и машин для сжижения воздуха или прочих газов,28.25.11,2024.0,0.05263157894736842
Производство оборудования для кондиционирования воздуха,28.25.12,2021.0,0.2857142857142857
Производство оборудования для кондиционирования воздуха,28.25.12,2023.0,0.09090909090909091
Производство оборудования для кондиционирования воздуха,28.25.12,2024.0,0.14634146341463414
Производство промышленного холодильного и морозильного оборудования,28.25.13,2021.0,0.36
Производство промышленного холодильного и морозильного оборудования,28.25.13,2023.0,0.2727272727272727
Производство промышленного холодильного и морозильного оборудования,28.25.13,2024.0,0.10714285714285714
Производство оборудования для фильтрования и очистки газов,28.25.14,2021.0,0.2
Производство оборудования для фильтрования и очистки газов,28.25.14,2023.0,0.12
Производство оборудования для фильтрования и очистки газов,28.25.14,2024.0,0.08
Производство вентиляторов,28.25.2,2021.0,0.2972972972972973
Производство вентиляторов,28.25.2,2023.0,0.28125
Производство вентиляторов,28.25.2,2024.0,0.12121212121212122
"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки",28.29,2021.0,0.5142857142857142
"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки",28.29,2023.0,0.24390243902439024
"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки",28.29,2024.0,0.16842105263157894
"Производство газогенераторов, аппаратов для дистилляции и фильтрования",28.29.1,2021.0,0.5925925925925926
"Производство газогенераторов, аппаратов для дистилляции и фильтрования",28.29.1,2023.0,0.16666666666666666
"Производство газогенераторов, аппаратов для дистилляции и фильтрования",28.29.1,2024.0,0.13157894736842105
"Производство генераторов для получения генераторного или водяного газа, ацетиленовых и аналогичных газогенераторов, установок для дистилляции или очистки",28.29.11,2021.0,0.25
"Производство генераторов для получения генераторного или водяного газа, ацетиленовых и аналогичных газогенераторов, установок для дистилляции или очистки",28.29.11,2023.0,0.25
"Производство генераторов для получения генераторного или водяного газа, ацетиленовых и аналогичных газогенераторов, установок для дистилляции или очистки",28.29.11,2024.0,0.25
Производство оборудования и установок для фильтрования или очистки жидкостей,28.29.12,2021.0,0.6111111111111112
Производство оборудования и установок для фильтрования или очистки жидкостей,28.29.12,2023.0,0.10526315789473684
Производство оборудования и установок для фильтрования или очистки жидкостей,28.29.12,2024.0,0.04
"Производство масляных, бензиновых и всасывающих воздушных фильтров для двигателей внутреннего сгорания",28.29.13,2021.0,1.0
"Производство масляных, бензиновых и всасывающих воздушных фильтров для двигателей внутреннего сгорания",28.29.13,2023.0,0.5
"Производство масляных, бензиновых и всасывающих воздушных фильтров для двигателей внутреннего сгорания",28.29.13,2024.0,0.5
"Производство оборудования для мойки, заполнения, закупоривания или упаковывания бутылок или прочих емкостей, огнетушителей, распылителей, пароструйных или пескоструйных машин, прокладок",28.29.2,2021.0,0.14285714285714285
"Производство оборудования для мойки, заполнения, закупоривания или упаковывания бутылок или прочих емкостей, огнетушителей, распылителей, пароструйных или пескоструйных машин, прокладок",28.29.2,2023.0,
"Производство оборудования для мойки, заполнения, закупоривания или упаковывания бутылок или прочих емкостей, огнетушителей, распылителей, пароструйных или пескоструйных машин, прокладок",28.29.2,2024.0,
"Производство оборудования для мойки, заполнения, закупоривания или упаковывания бутылок или прочих емкостей",28.29.21,2021.0,0.3333333333333333
"Производство оборудования для мойки, заполнения, закупоривания или упаковывания бутылок или прочих емкостей",28.29.21,2023.0,
"Производство оборудования для мойки, заполнения, закупоривания или упаковывания бутылок или прочих емкостей",28.29.21,2024.0,
"Производство огнетушителей, распылителей, пароструйных или пескоструйных машин",28.29.22,2021.0,
"Производство огнетушителей, распылителей, пароструйных или пескоструйных машин",28.29.22,2023.0,
"Производство огнетушителей, распылителей, пароструйных или пескоструйных машин",28.29.22,2024.0,
"Производство промышленного, бытового и прочего оборудования для взвешивания и дозировки",28.29.3,2021.0,0.6153846153846154
"Производство промышленного, бытового и прочего оборудования для взвешивания и дозировки",28.29.3,2023.0,0.2857142857142857
"Производство промышленного, бытового и прочего оборудования для взвешивания и дозировки",28.29.3,2024.0,0.23076923076923078
Производство промышленного оборудования для взвешивания и дозировки,28.29.31,2021.0,0.6
Производство промышленного оборудования для взвешивания и дозировки,28.29.31,2023.0,0.36363636363636365
Производство промышленного оборудования для взвешивания и дозировки,28.29.31,2024.0,0.25
Производство прочего оборудования для взвешивания и дозировки,28.29.39,2023.0,
"Производство центрифуг, каландров и торговых автоматов",28.29.4,2021.0,1.0
"Производство центрифуг, каландров и торговых автоматов",28.29.4,2023.0,1.0
"Производство центрифуг, каландров и торговых автоматов",28.29.4,2024.0,1.0
Производство центрифуг,28.29.41,2021.0,1.0
Производство центрифуг,28.29.41,2023.0,1.0
Производство центрифуг,28.29.41,2024.0,1.0
"Производство оборудования для обработки материалов с использованием процессов, включающих изменение температуры, не включенного в другие группировки",28.29.6,2021.0,0.5
"Производство оборудования для обработки материалов с использованием процессов, включающих изменение температуры, не включенного в другие группировки",28.29.6,2023.0,0.5
"Производство оборудования для обработки материалов с использованием процессов, включающих изменение температуры, не включенного в другие группировки",28.29.6,2024.0,0.2857142857142857
"Производство неэлектрического оборудования и инструментов для пайки мягким и твердым припоем или сварки, машин и аппаратов для газотермического напыления",28.29.7,2021.0,0.8
"Производство неэлектрического оборудования и инструментов для пайки мягким и твердым припоем или сварки, машин и аппаратов для газотермического напыления",28.29.7,2023.0,0.5
