sector,okved2,year,pBDusage_s
Денежное посредничество прочее,64.19,2021.0,0.6966142951980526
Денежное посредничество прочее,64.19,2023.0,0.5734513274336284
Денежное посредничество прочее,64.19,2024.0,0.15795034337031166
Деятельность холдинговых компаний,64.20,2021.0,0.3149171270718232
Деятельность холдинговых компаний,64.20,2023.0,0.12790697674418605
Деятельность холдинговых компаний,64.20,2024.0,0.04655172413793104
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2021.0,0.4
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2023.0,0.16666666666666666
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2024.0,0.125
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2021.0,0.547106747440986
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2023.0,0.1428288038087681
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2024.0,0.07018188498989528
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2021.0,0.3920750782064651
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2023.0,0.3147502903600465
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2024.0,0.22823779193205945
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2021.0,
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2023.0,
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2024.0,0.3333333333333333
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2021.0,0.43575418994413406
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2023.0,0.517948717948718
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2024.0,0.43478260869565216
Предоставление займов и прочих видов кредита,64.92,2021.0,0.7364098552991787
Предоставление займов и прочих видов кредита,64.92,2023.0,0.10093299406276506
Предоставление займов и прочих видов кредита,64.92,2024.0,0.025194686211635363
Деятельность по предоставлению потребительского кредита,64.92.1,2021.0,0.8503937007874016
Деятельность по предоставлению потребительского кредита,64.92.1,2023.0,0.025423728813559324
Деятельность по предоставлению потребительского кредита,64.92.1,2024.0,0.035555555555555556
Деятельность по предоставлению займов промышленности,64.92.2,2021.0,0.0625
Деятельность по предоставлению займов промышленности,64.92.2,2023.0,0.017241379310344827
Деятельность по предоставлению займов промышленности,64.92.2,2024.0,
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2021.0,0.425
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2023.0,0.16279069767441862
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2024.0,0.08695652173913043
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2021.0,0.5
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2023.0,0.6666666666666666
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2024.0,
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2021.0,0.9186991869918699
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2023.0,0.7192118226600985
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2024.0,0.010638297872340425
Деятельность микрофинансовая,64.92.7,2021.0,0.699625468164794
Деятельность микрофинансовая,64.92.7,2023.0,0.028075970272502065
Деятельность микрофинансовая,64.92.7,2024.0,0.022747952684258416
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2021.0,0.2832415420928403
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2023.0,0.11580680570801317
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2024.0,0.04831751509922347
Вложения в ценные бумаги,64.99.1,2021.0,0.2133676092544987
Вложения в ценные бумаги и деятельность дилерская,64.99.1,2023.0,0.1
Вложения в ценные бумаги и деятельность дилерская,64.99.1,2024.0,0.042105263157894736
Вложения в ценные бумаги,64.99.11,2023.0,
Вложения в ценные бумаги,64.99.11,2024.0,
Деятельность дилерская,64.99.12,2024.0,
Деятельность дилерская,64.99.2,2021.0,0.4782608695652174
Деятельность по сбору пожертвований и по формированию целевого капитала некоммерческих организаций,64.99.2,2023.0,0.19148936170212766
Деятельность по сбору пожертвований и по формированию целевого капитала некоммерческих организаций,64.99.2,2024.0,0.038461538461538464
Деятельность по сбору благотворительных пожертвований в денежной форме,64.99.21,2023.0,
Деятельность по сбору благотворительных пожертвований в денежной форме,64.99.21,2024.0,
Деятельность по формированию целевого капитала некоммерческих организаций,64.99.22,2023.0,
Деятельность по формированию целевого капитала некоммерческих организаций,64.99.22,2024.0,
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2021.0,0.24260355029585798
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2023.0,0.08333333333333333
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2024.0,0.020202020202020204
"Заключение свопов, опционов и других срочных сделок",64.99.4,2021.0,0.5
"Заключение свопов, опционов и других срочных сделок",64.99.4,2023.0,
"Заключение свопов, опционов и других срочных сделок",64.99.4,2024.0,
Предоставление факторинговых услуг,64.99.5,2021.0,0.4
Предоставление факторинговых услуг,64.99.5,2023.0,0.2857142857142857
Предоставление факторинговых услуг,64.99.5,2024.0,0.16
Деятельность по финансовой взаимопомощи,64.99.6,2021.0,0.43529411764705883
Деятельность по финансовой взаимопомощи,64.99.6,2023.0,0.20481927710843373
Деятельность по финансовой взаимопомощи,64.99.6,2024.0,0.13114754098360656
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2021.0,0.42857142857142855
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2023.0,0.16666666666666666
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2024.0,0.16666666666666666
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2021.0,0.75
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2023.0,0.3333333333333333
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2024.0,0.2
Деятельность жилищных накопительных кооперативов,64.99.9,2021.0,0.5
Деятельность жилищных накопительных кооперативов,64.99.9,2023.0,0.2
Деятельность жилищных накопительных кооперативов,64.99.9,2024.0,0.15
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2021.0,0.381057268722467
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2023.0,0.1622385528547202
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2024.0,0.04605611434621493
Страхование,65.1,2021.0,0.402377972465582
Страхование,65.1,2023.0,0.1717948717948718
Страхование,65.1,2024.0,0.049129353233830844
Страхование жизни,65.11,2021.0,0.11848341232227488
Страхование жизни,65.11,2023.0,0.05172413793103448
Страхование жизни,65.11,2024.0,0.01680672268907563
"Страхование, кроме страхования жизни",65.12,2021.0,0.44556596971881757
"Страхование, кроме страхования жизни",65.12,2023.0,0.1927710843373494
"Страхование, кроме страхования жизни",65.12,2024.0,0.05474452554744526
Страхование медицинское,65.12.1,2021.0,0.40437158469945356
Страхование медицинское,65.12.1,2023.0,0.11038961038961038
Страхование медицинское,65.12.1,2024.0,0.04838709677419355
Страхование имущества,65.12.2,2021.0,0.5238095238095238
Страхование имущества,65.12.2,2023.0,0.06532663316582915
Страхование имущества,65.12.2,2024.0,0.018633540372670808
Страхование гражданской ответственности,65.12.3,2021.0,0.3055555555555556
Страхование гражданской ответственности,65.12.3,2023.0,0.05263157894736842
Страхование гражданской ответственности,65.12.3,2024.0,0.05128205128205128
Страхование от несчастных случаев и болезней,65.12.4,2021.0,0.5
Страхование от несчастных случаев и болезней,65.12.4,2023.0,1.0
Страхование от несчастных случаев и болезней,65.12.4,2024.0,0.25
Страхование рисков,65.12.5,2021.0,0.5
Страхование рисков,65.12.5,2023.0,0.5
Страхование рисков,65.12.5,2024.0,
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2021.0,0.6133333333333333
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2023.0,0.056338028169014086
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2024.0,0.014705882352941176
Перестрахование,65.20,2021.0,0.5
Перестрахование,65.20,2023.0,
Перестрахование,65.20,2024.0,
Деятельность негосударственных пенсионных фондов,65.30,2021.0,0.2222222222222222
Деятельность негосударственных пенсионных фондов,65.30,2023.0,0.09268292682926829
Деятельность негосударственных пенсионных фондов,65.30,2024.0,0.028985507246376812
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2021.0,0.26310679611650484
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2023.0,0.14131501472031405
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2024.0,0.050551470588235295
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2021.0,0.24454649827784156
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2023.0,0.15012106537530268
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2024.0,0.047058823529411764
Управление финансовыми рынками,66.11,2021.0,0.3860759493670886
Управление финансовыми рынками,66.11,2023.0,0.2214765100671141
Управление финансовыми рынками,66.11,2024.0,0.020618556701030927
Деятельность по организации торговли на финансовых рынках,66.11.1,2021.0,0.42857142857142855
Деятельность по организации торговли на финансовых рынках,66.11.1,2023.0,0.25
Деятельность по организации торговли на финансовых рынках,66.11.1,2024.0,0.3333333333333333
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2021.0,0.5
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2023.0,
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2024.0,
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2021.0,0.38162544169611307
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2023.0,0.22992700729927007
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2024.0,0.014814814814814815
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2021.0,0.5
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2023.0,
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2024.0,
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2021.0,0.4
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2023.0,
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2024.0,
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2021.0,0.1828358208955224
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2023.0,0.12121212121212122
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2024.0,0.07092198581560284
"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле",66.12.1,2021.0,0.1736842105263158
"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле",66.12.1,2023.0,0.15822784810126583
"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле",66.12.1,2024.0,0.12121212121212122
Деятельность по управлению ценными бумагами,66.12.2,2021.0,0.1864406779661017
Деятельность по управлению ценными бумагами,66.12.2,2023.0,0.11538461538461539
Деятельность по управлению ценными бумагами,66.12.2,2024.0,0.03389830508474576
Деятельность эмиссионная,66.12.3,2021.0,
Деятельность эмиссионная,66.12.3,2024.0,
"Деятельность вспомогательная прочая в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.19,2021.0,0.14634146341463414
"Деятельность вспомогательная прочая в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.19,2023.0,0.09848484848484848
"Деятельность вспомогательная прочая в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.19,2024.0,0.05054151624548736
Деятельность по предоставлению брокерских услуг по ипотечным операциям,66.19.1,2021.0,0.3333333333333333
Деятельность по предоставлению брокерских услуг по ипотечным операциям,66.19.1,2023.0,
Деятельность по предоставлению брокерских услуг по ипотечным операциям,66.19.1,2024.0,
Деятельность по предоставлению консультационных услуг по вопросам финансового посредничества,66.19.4,2021.0,0.08484848484848485
Деятельность по предоставлению консультационных услуг по вопросам финансового посредничества,66.19.4,2023.0,0.028089887640449437
Деятельность по предоставлению консультационных услуг по вопросам финансового посредничества,66.19.4,2024.0,0.01694915254237288
"Предоставление услуг по хранению ценностей, депозитарная деятельность",66.19.5,2021.0,0.2222222222222222
"Предоставление услуг по хранению ценностей, депозитарная деятельность",66.19.5,2023.0,0.25
"Предоставление услуг по хранению ценностей, депозитарная деятельность",66.19.5,2024.0,0.08333333333333333
Деятельность по приему платежей физических лиц платежными агентами,66.19.6,2021.0,0.3
Деятельность по приему платежей физических лиц платежными агентами,66.19.6,2023.0,0.27586206896551724
Деятельность по приему платежей физических лиц платежными агентами,66.19.6,2024.0,0.16666666666666666
Деятельность операторов по приему платежей физических лиц,66.19.61,2021.0,0.42857142857142855
Деятельность операторов по приему платежей физических лиц,66.19.61,2023.0,0.25
Деятельность операторов по приему платежей физических лиц,66.19.61,2024.0,
Деятельность платежных субагентов по приему платежей физических лиц,66.19.62,2021.0,0.06666666666666667
Деятельность платежных субагентов по приему платежей физических лиц,66.19.62,2023.0,
Деятельность платежных субагентов по приему платежей физических лиц,66.19.62,2024.0,
Рейтинговая деятельность,66.19.7,2021.0,1.0
Рейтинговая деятельность,66.19.7,2023.0,0.5
Рейтинговая деятельность,66.19.7,2024.0,
Деятельность вспомогательная в сфере страхования и пенсионного обеспечения,66.2,2021.0,0.36585365853658536
Деятельность вспомогательная в сфере страхования и пенсионного обеспечения,66.2,2023.0,0.11363636363636363
Деятельность вспомогательная в сфере страхования и пенсионного обеспечения,66.2,2024.0,0.08571428571428572
Оценка рисков и ущерба,66.21,2021.0,0.33695652173913043
Оценка рисков и ущерба,66.21,2023.0,0.022222222222222223
Оценка рисков и ущерба,66.21,2024.0,0.021739130434782608
Деятельность страховых агентов и брокеров,66.22,2021.0,0.5714285714285714
Деятельность страховых агентов и брокеров,66.22,2023.0,0.35714285714285715
Деятельность страховых агентов и брокеров,66.22,2024.0,0.21212121212121213
Деятельность вспомогательная прочая в сфере страхования и пенсионного обеспечения,66.29,2021.0,0.2
Деятельность вспомогательная прочая в сфере страхования и пенсионного обеспечения,66.29,2023.0,0.21428571428571427
Деятельность вспомогательная прочая в сфере страхования и пенсионного обеспечения,66.29,2024.0,0.2
Деятельность страховых актуариев,66.29.1,2023.0,
Деятельность страховых актуариев,66.29.1,2024.0,
Деятельность распорядителей спасательными работами,66.29.2,2021.0,
Деятельность распорядителей спасательными работами,66.29.2,2023.0,0.125
Деятельность распорядителей спасательными работами,66.29.2,2024.0,0.14285714285714285
"Деятельность вспомогательная прочая в сфере страхования, кроме обязательного социального страхования",66.29.9,2021.0,0.16666666666666666
"Деятельность вспомогательная прочая в сфере страхования, кроме обязательного социального страхования",66.29.9,2023.0,0.3333333333333333
"Деятельность вспомогательная прочая в сфере страхования, кроме обязательного социального страхования",66.29.9,2024.0,0.25
Деятельность по управлению фондами,66.30,2021.0,0.3611111111111111
Деятельность по управлению фондами,66.30,2023.0,0.08196721311475409
Деятельность по управлению фондами,66.30,2024.0,0.030612244897959183
Управление инвестиционными фондами,66.30.1,2021.0,0.4
Управление инвестиционными фондами,66.30.1,2023.0,0.1
Управление инвестиционными фондами,66.30.1,2024.0,
Управление на основе индивидуальных договоров доверительного управления активами,66.30.6,2021.0,
Управление на основе индивидуальных договоров доверительного управления активами,66.30.6,2023.0,
Управление на основе индивидуальных договоров доверительного управления активами,66.30.6,2024.0,0.16666666666666666
Другие виды деятельности по управлению активами,66.30.9,2021.0,0.3333333333333333
Другие виды деятельности по управлению активами,66.30.9,2023.0,0.07692307692307693
Другие виды деятельности по управлению активами,66.30.9,2024.0,0.01694915254237288
Операции с недвижимым имуществом,68,2021.0,0.26911992906229215
Операции с недвижимым имуществом,68,2023.0,0.14312706660368446
Операции с недвижимым имуществом,68,2024.0,0.07136363636363637
Покупка и продажа собственного недвижимого имущества,68.10,2021.0,0.289237668161435
Покупка и продажа собственного недвижимого имущества,68.10,2023.0,0.17920353982300885
Покупка и продажа собственного недвижимого имущества,68.10,2024.0,0.075
Подготовка к продаже собственного недвижимого имущества,68.10.1,2021.0,0.2835820895522388
Подготовка к продаже собственного недвижимого имущества,68.10.1,2023.0,0.12844036697247707
Подготовка к продаже собственного недвижимого имущества,68.10.1,2024.0,0.08620689655172414
Подготовка к продаже собственного жилого недвижимого имущества,68.10.11,2021.0,0.3055555555555556
Подготовка к продаже собственного жилого недвижимого имущества,68.10.11,2023.0,0.14545454545454545
Подготовка к продаже собственного жилого недвижимого имущества,68.10.11,2024.0,0.09803921568627451
Подготовка к продаже собственного нежилого недвижимого имущества,68.10.12,2021.0,0.17142857142857143
Подготовка к продаже собственного нежилого недвижимого имущества,68.10.12,2023.0,0.15151515151515152
Подготовка к продаже собственного нежилого недвижимого имущества,68.10.12,2024.0,0.10416666666666667
Покупка и продажа собственного недвижимого имущества,68.10.2,2021.0,0.2955665024630542
Покупка и продажа собственного недвижимого имущества,68.10.2,2023.0,0.17592592592592593
Покупка и продажа собственного недвижимого имущества,68.10.2,2024.0,0.07947019867549669
Покупка и продажа собственного жилого недвижимого имущества,68.10.21,2021.0,0.3333333333333333
Покупка и продажа собственного жилого недвижимого имущества,68.10.21,2023.0,0.23809523809523808
Покупка и продажа собственного жилого недвижимого имущества,68.10.21,2024.0,0.08247422680412371
Покупка и продажа собственных нежилых зданий и помещений,68.10.22,2021.0,0.3191489361702128
Покупка и продажа собственных нежилых зданий и помещений,68.10.22,2023.0,0.125
Покупка и продажа собственных нежилых зданий и помещений,68.10.22,2024.0,0.03389830508474576
Покупка и продажа земельных участков,68.10.23,2021.0,0.125
Покупка и продажа земельных участков,68.10.23,2023.0,0.03333333333333333
Покупка и продажа земельных участков,68.10.23,2024.0,0.15
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2021.0,0.2623513266239707
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2023.0,0.14052583862194015
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2024.0,0.06286080821039128
Аренда и управление собственным или арендованным жилым недвижимым имуществом,68.20.1,2021.0,0.3316831683168317
Аренда и управление собственным или арендованным жилым недвижимым имуществом,68.20.1,2023.0,0.15447154471544716
Аренда и управление собственным или арендованным жилым недвижимым имуществом,68.20.1,2024.0,0.07889546351084813
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2021.0,0.2553248136315229
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2023.0,0.1459915611814346
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2024.0,0.06334964654703644
Аренда и управление собственным или арендованным торговым объектом недвижимого имущества,68.20.21,2023.0,0.13935681470137826
Аренда и управление собственным или арендованным торговым объектом недвижимого имущества,68.20.21,2024.0,0.08681672025723473
Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,68.20.29,2023.0,0.16214953271028038
Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,68.20.29,2024.0,0.06051502145922747
Операции с недвижимым имуществом за вознаграждение или на договорной основе,68.3,2021.0,0.27402473834443386
Операции с недвижимым имуществом за вознаграждение или на договорной основе,68.3,2023.0,0.14178690344062153
Операции с недвижимым имуществом за вознаграждение или на договорной основе,68.3,2024.0,0.0819534100477126
Деятельность агентств недвижимости за вознаграждение или на договорной основе,68.31,2021.0,0.2724358974358974
Деятельность агентств недвижимости за вознаграждение или на договорной основе,68.31,2023.0,0.11842105263157894
Деятельность агентств недвижимости за вознаграждение или на договорной основе,68.31,2024.0,0.06521739130434782
Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.1,2021.0,0.26875
Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.1,2024.0,0.05714285714285714
Предоставление посреднических услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.11,2021.0,0.2222222222222222
Предоставление посреднических услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.11,2024.0,0.07407407407407407
Предоставление посреднических услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.12,2021.0,0.23076923076923078
Предоставление посреднических услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.12,2023.0,0.18421052631578946
Предоставление посреднических услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.12,2024.0,0.05714285714285714
Предоставление посреднических услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.2,2021.0,0.3230769230769231
Предоставление посреднических услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.2,2023.0,0.17307692307692307
Предоставление посреднических услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.2,2024.0,0.09302325581395349
Предоставление посреднических услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.21,2021.0,0.2857142857142857
Предоставление посреднических услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.21,2023.0,0.25
Предоставление посреднических услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.21,2024.0,
Предоставление посреднических услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.22,2021.0,0.3275862068965517
Предоставление посреднических услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.22,2023.0,0.18181818181818182
Предоставление посреднических услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.22,2024.0,0.10810810810810811
Предоставление консультационных услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.3,2021.0,0.2
Предоставление консультационных услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.3,2023.0,0.125
Предоставление консультационных услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе,68.31.3,2024.0,0.14285714285714285
Предоставление консультационных услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.31,2021.0,
Предоставление консультационных услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.31,2024.0,0.25
Предоставление консультационных услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.32,2021.0,0.5
Предоставление консультационных услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.32,2023.0,1.0
Предоставление консультационных услуг при купле-продаже нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.32,2024.0,
Предоставление консультационных услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.4,2021.0,
Предоставление консультационных услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.4,2023.0,0.16666666666666666
Предоставление консультационных услуг по аренде недвижимого имущества за вознаграждение или на договорной основе,68.31.4,2024.0,
Предоставление консультационных услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.41,2021.0,
Предоставление консультационных услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.41,2023.0,
Предоставление консультационных услуг по аренде жилого недвижимого имущества за вознаграждение или на договорной основе,68.31.41,2024.0,
Предоставление консультационных услуг по аренде нежилого недвижимого имущества за вознаграждение или на договорной основе,68.31.42,2021.0,
