sector,okved2,year,pPCusage_s
Деятельность инфраструктуры речных портов и гидротехнических сооружений,52.22.21,2022.0,1.0
Деятельность инфраструктуры речных портов и гидротехнических сооружений,52.22.21,2023.0,1.0
Деятельность инфраструктуры речных портов и гидротехнических сооружений,52.22.21,2024.0,1.0
"Обеспечение судоходства по внутренним водным путям, в том числе лоцманская проводка судов",52.22.22,2021.0,1.0
"Обеспечение судоходства по внутренним водным путям, в том числе лоцманская проводка судов",52.22.22,2022.0,1.0
"Обеспечение судоходства по внутренним водным путям, в том числе лоцманская проводка судов",52.22.22,2023.0,1.0
"Обеспечение судоходства по внутренним водным путям, в том числе лоцманская проводка судов",52.22.22,2024.0,1.0
"Деятельность по постановке судов к причалу, осуществление швартовых операций в речных портах на внутреннем водном транспорте",52.22.23,2021.0,1.0
"Деятельность по постановке судов к причалу, осуществление швартовых операций в речных портах на внутреннем водном транспорте",52.22.23,2022.0,1.0
"Деятельность по постановке судов к причалу, осуществление швартовых операций в речных портах на внутреннем водном транспорте",52.22.23,2023.0,1.0
"Деятельность по постановке судов к причалу, осуществление швартовых операций в речных портах на внутреннем водном транспорте",52.22.23,2024.0,1.0
"Снабженческое (шипчандлерское) обслуживание судов, включая бункеровку судов топливом, обслуживание судов в период стоянки в портах: агентирование судов, обследовательское (сюрвейерское) обслуживание судов на внутреннем водном транспорте",52.22.26,2021.0,1.0
"Снабженческое (шипчандлерское) обслуживание судов, включая бункеровку судов топливом, обслуживание судов в период стоянки в портах: агентирование судов, обследовательское (сюрвейерское) обслуживание судов на внутреннем водном транспорте",52.22.26,2022.0,1.0
"Снабженческое (шипчандлерское) обслуживание судов, включая бункеровку судов топливом, обслуживание судов в период стоянки в портах: агентирование судов, обследовательское (сюрвейерское) обслуживание судов на внутреннем водном транспорте",52.22.26,2023.0,1.0
"Деятельность вспомогательная, связанная с внутренним водным транспортом, прочая, не включенная в другие группировки",52.22.29,2021.0,1.0
"Деятельность вспомогательная, связанная с внутренним водным транспортом, прочая, не включенная в другие группировки",52.22.29,2022.0,1.0
"Деятельность вспомогательная, связанная с внутренним водным транспортом, прочая, не включенная в другие группировки",52.22.29,2023.0,1.0
"Деятельность вспомогательная, связанная с внутренним водным транспортом, прочая, не включенная в другие группировки",52.22.29,2024.0,1.0
"Деятельность вспомогательная, связанная с воздушным и космическим транспортом",52.23,2021.0,1.0
"Деятельность вспомогательная, связанная с воздушным и космическим транспортом",52.23,2022.0,1.0
"Деятельность вспомогательная, связанная с воздушным и космическим транспортом",52.23,2023.0,0.9980694980694981
"Деятельность вспомогательная, связанная с воздушным и космическим транспортом",52.23,2024.0,0.967032967032967
"Деятельность вспомогательная, связанная с воздушным транспортом",52.23.1,2021.0,1.0
"Деятельность вспомогательная, связанная с воздушным транспортом",52.23.1,2022.0,1.0
"Деятельность вспомогательная, связанная с воздушным транспортом",52.23.1,2023.0,0.9979123173277662
"Деятельность вспомогательная, связанная с воздушным транспортом",52.23.1,2024.0,0.9645669291338582
Деятельность аэропортовая,52.23.11,2021.0,1.0
Деятельность аэропортовая,52.23.11,2022.0,1.0
Деятельность аэропортовая,52.23.11,2023.0,0.994413407821229
Деятельность аэропортовая,52.23.11,2024.0,0.9417989417989417
Обеспечение обслуживания (управления) воздушного движения,52.23.12,2021.0,1.0
Обеспечение обслуживания (управления) воздушного движения,52.23.12,2022.0,1.0
Обеспечение обслуживания (управления) воздушного движения,52.23.12,2023.0,1.0220588235294117
Обеспечение обслуживания (управления) воздушного движения,52.23.12,2024.0,0.9927007299270073
Выполнение авиационных работ,52.23.13,2021.0,1.0
Выполнение авиационных работ,52.23.13,2022.0,1.0
Выполнение авиационных работ,52.23.13,2023.0,1.0
Выполнение авиационных работ,52.23.13,2024.0,0.9333333333333333
"Деятельность вспомогательная прочая, связанная с воздушным транспортом",52.23.19,2021.0,1.0
"Деятельность вспомогательная прочая, связанная с воздушным транспортом",52.23.19,2022.0,1.0
"Деятельность вспомогательная прочая, связанная с воздушным транспортом",52.23.19,2023.0,0.9869281045751634
"Деятельность вспомогательная прочая, связанная с воздушным транспортом",52.23.19,2024.0,0.9696969696969697
"Деятельность вспомогательная, связанная с космическим транспортом",52.23.2,2021.0,1.0
"Деятельность вспомогательная, связанная с космическим транспортом",52.23.2,2022.0,1.0
"Деятельность вспомогательная, связанная с космическим транспортом",52.23.2,2023.0,1.0
"Деятельность вспомогательная, связанная с космическим транспортом",52.23.2,2024.0,1.0
"Деятельность поисковых и аварийно-спасательных служб, в том числе по эвакуации спускаемых аппаратов (капсул), составных частей ракет космического назначения",52.23.22,2021.0,1.0
"Деятельность поисковых и аварийно-спасательных служб, в том числе по эвакуации спускаемых аппаратов (капсул), составных частей ракет космического назначения",52.23.22,2022.0,1.0
"Деятельность поисковых и аварийно-спасательных служб, в том числе по эвакуации спускаемых аппаратов (капсул), составных частей ракет космического назначения",52.23.22,2023.0,1.0
"Деятельность поисковых и аварийно-спасательных служб, в том числе по эвакуации спускаемых аппаратов (капсул), составных частей ракет космического назначения",52.23.22,2024.0,1.0
Транспортная обработка грузов,52.24,2021.0,1.0
Транспортная обработка грузов,52.24,2022.0,0.9980657640232108
Транспортная обработка грузов,52.24,2023.0,0.9878934624697336
Транспортная обработка грузов,52.24,2024.0,0.9523809523809523
Транспортная обработка контейнеров,52.24.1,2021.0,1.0
Транспортная обработка контейнеров,52.24.1,2022.0,1.0
Транспортная обработка контейнеров,52.24.1,2023.0,1.0
Транспортная обработка контейнеров,52.24.1,2024.0,0.9523809523809523
Транспортная обработка прочих грузов,52.24.2,2021.0,1.0
Транспортная обработка прочих грузов,52.24.2,2022.0,0.9977324263038548
Транспортная обработка прочих грузов,52.24.2,2023.0,0.9908814589665653
Транспортная обработка прочих грузов,52.24.2,2024.0,0.9717868338557993
"Деятельность вспомогательная прочая, связанная с перевозками",52.29,2021.0,1.0
"Деятельность вспомогательная прочая, связанная с перевозками",52.29,2022.0,0.9983792544570502
"Деятельность вспомогательная прочая, связанная с перевозками",52.29,2023.0,0.9825087456271864
"Деятельность вспомогательная прочая, связанная с перевозками",52.29,2024.0,0.950937950937951
Деятельность почтовой связи и курьерская деятельность,53,2017.0,1.0
Деятельность почтовой связи и курьерская деятельность,53,2018.0,1.0
Деятельность почтовой связи и курьерская деятельность,53,2019.0,1.0
Деятельность почтовой связи и курьерская деятельность,53,2021.0,1.0
Деятельность почтовой связи и курьерская деятельность,53,2022.0,1.0
Деятельность почтовой связи и курьерская деятельность,53,2023.0,0.9950166112956811
Деятельность почтовой связи и курьерская деятельность,53,2024.0,0.9982993197278912
Деятельность почтовой связи общего пользования,53.10,2021.0,1.0
Деятельность почтовой связи общего пользования,53.10,2022.0,1.0
Деятельность почтовой связи общего пользования,53.10,2023.0,0.9880952380952381
Деятельность почтовой связи общего пользования,53.10,2024.0,1.0288461538461537
"Деятельность почтовой связи, связанная с пересылкой газет и других периодических изданий",53.10.1,2024.0,
"Деятельность почтовой связи, связанная с пересылкой письменной корреспонденции",53.10.2,2021.0,1.0
"Деятельность почтовой связи, связанная с пересылкой письменной корреспонденции",53.10.2,2022.0,1.0
"Деятельность почтовой связи, связанная с пересылкой письменной корреспонденции",53.10.2,2023.0,1.0
"Деятельность почтовой связи, связанная с пересылкой письменной корреспонденции",53.10.2,2024.0,1.0
"Деятельность почтовой связи, связанная с пересылкой посылочной почты",53.10.3,2021.0,1.0
"Деятельность почтовой связи, связанная с пересылкой посылочной почты",53.10.3,2022.0,1.0
"Деятельность почтовой связи, связанная с пересылкой посылочной почты",53.10.3,2023.0,1.0
"Деятельность почтовой связи, связанная с пересылкой посылочной почты",53.10.3,2024.0,1.0
Деятельность почтовой связи дополнительная,53.10.4,2021.0,1.0
Деятельность почтовой связи дополнительная,53.10.4,2022.0,1.0
Деятельность почтовой связи дополнительная,53.10.4,2023.0,0.4
Деятельность почтовой связи дополнительная,53.10.4,2024.0,1.0
Деятельность почтовой связи общего пользования прочая,53.10.9,2021.0,1.0
Деятельность почтовой связи общего пользования прочая,53.10.9,2022.0,1.0
Деятельность почтовой связи общего пользования прочая,53.10.9,2023.0,1.0
Деятельность почтовой связи общего пользования прочая,53.10.9,2024.0,1.0454545454545454
Деятельность почтовой связи прочая и курьерская деятельность,53.20,2021.0,1.0
Деятельность почтовой связи прочая и курьерская деятельность,53.20,2022.0,1.0
Деятельность почтовой связи прочая и курьерская деятельность,53.20,2023.0,1.0
Деятельность почтовой связи прочая и курьерская деятельность,53.20,2024.0,0.9815789473684211
Деятельность специальной почтовой связи,53.20.1,2021.0,1.0
Деятельность специальной почтовой связи,53.20.1,2022.0,1.0
Деятельность специальной почтовой связи,53.20.1,2023.0,1.0
Деятельность специальной почтовой связи,53.20.1,2024.0,0.9602649006622517
Деятельность фельдъегерской связи,53.20.2,2021.0,1.0
Деятельность фельдъегерской связи,53.20.2,2022.0,1.0
Деятельность фельдъегерской связи,53.20.2,2023.0,1.0
Деятельность фельдъегерской связи,53.20.2,2024.0,1.0185185185185186
Деятельность федеральной фельдъегерской связи,53.20.21,2021.0,1.0
Деятельность федеральной фельдъегерской связи,53.20.21,2022.0,1.0
Деятельность федеральной фельдъегерской связи,53.20.21,2023.0,1.0
Деятельность федеральной фельдъегерской связи,53.20.21,2024.0,1.0909090909090908
Деятельность фельдъегерско-почтовой связи,53.20.22,2021.0,1.0
Деятельность фельдъегерско-почтовой связи,53.20.22,2022.0,1.0
Деятельность фельдъегерско-почтовой связи,53.20.22,2023.0,1.0
Деятельность фельдъегерско-почтовой связи,53.20.22,2024.0,1.0
"Деятельность почтовой связи прочая, не включенная в другие группировки",53.20.29,2021.0,1.0
"Деятельность почтовой связи прочая, не включенная в другие группировки",53.20.29,2022.0,1.0
"Деятельность почтовой связи прочая, не включенная в другие группировки",53.20.29,2023.0,1.0
"Деятельность почтовой связи прочая, не включенная в другие группировки",53.20.29,2024.0,1.0
Деятельность курьерская,53.20.3,2021.0,1.0
Деятельность курьерская,53.20.3,2022.0,1.0
Деятельность курьерская,53.20.3,2023.0,1.0
Деятельность курьерская,53.20.3,2024.0,0.9870967741935484
Деятельность по курьерской доставке различными видами транспорта,53.20.31,2021.0,1.0
Деятельность по курьерской доставке различными видами транспорта,53.20.31,2022.0,1.0
Деятельность по курьерской доставке различными видами транспорта,53.20.31,2023.0,1.0434782608695652
Деятельность по курьерской доставке различными видами транспорта,53.20.31,2024.0,1.0454545454545454
Деятельность по доставке еды на дом,53.20.32,2021.0,
Деятельность курьерская прочая,53.20.39,2021.0,1.0
Деятельность курьерская прочая,53.20.39,2022.0,1.0
Деятельность курьерская прочая,53.20.39,2023.0,0.9901960784313726
Деятельность курьерская прочая,53.20.39,2024.0,1.0
Деятельность по предоставлению мест для временного проживания,55,2017.0,0.9991783073130649
Деятельность по предоставлению мест для временного проживания,55,2018.0,1.0
Деятельность по предоставлению мест для временного проживания,55,2019.0,1.0
Деятельность по предоставлению мест для временного проживания,55,2021.0,0.9991941982272361
Деятельность по предоставлению мест для временного проживания,55,2022.0,0.998019801980198
Деятельность по предоставлению мест для временного проживания,55,2023.0,0.9798590130916415
Деятельность по предоставлению мест для временного проживания,55,2024.0,0.9092664092664092
Деятельность гостиниц и прочих мест для временного проживания,55.10,2021.0,0.9981167608286252
Деятельность гостиниц и прочих мест для временного проживания,55.10,2022.0,0.9979423868312757
Деятельность гостиниц и прочих мест для временного проживания,55.10,2023.0,0.9802371541501976
Деятельность гостиниц и прочих мест для временного проживания,55.10,2024.0,0.9284436493738819
Деятельность по предоставлению мест для краткосрочного проживания,55.20,2021.0,1.0
Деятельность по предоставлению мест для краткосрочного проживания,55.20,2022.0,1.0
Деятельность по предоставлению мест для краткосрочного проживания,55.20,2023.0,0.9700854700854701
Деятельность по предоставлению мест для краткосрочного проживания,55.20,2024.0,0.9035087719298246
"Деятельность по предоставлению мест для временного проживания в кемпингах, жилых автофургонах и туристических автоприцепах",55.30,2021.0,1.0
"Деятельность по предоставлению мест для временного проживания в кемпингах, жилых автофургонах и туристических автоприцепах",55.30,2022.0,1.0
"Деятельность по предоставлению мест для временного проживания в кемпингах, жилых автофургонах и туристических автоприцепах",55.30,2023.0,1.0
"Деятельность по предоставлению мест для временного проживания в кемпингах, жилых автофургонах и туристических автоприцепах",55.30,2024.0,0.5714285714285714
Деятельность по предоставлению прочих мест для временного проживания,55.90,2021.0,1.0
Деятельность по предоставлению прочих мест для временного проживания,55.90,2022.0,0.9964028776978417
Деятельность по предоставлению прочих мест для временного проживания,55.90,2023.0,0.9879032258064516
Деятельность по предоставлению прочих мест для временного проживания,55.90,2024.0,0.8801652892561983
Деятельность по предоставлению продуктов питания и напитков,56,2017.0,0.9969418960244648
Деятельность по предоставлению продуктов питания и напитков,56,2018.0,0.9952830188679245
Деятельность по предоставлению продуктов питания и напитков,56,2019.0,0.998703823720026
Деятельность по предоставлению продуктов питания и напитков,56,2021.0,1.0
Деятельность по предоставлению продуктов питания и напитков,56,2022.0,0.9984160506863781
Деятельность по предоставлению продуктов питания и напитков,56,2023.0,0.9669811320754716
Деятельность по предоставлению продуктов питания и напитков,56,2024.0,0.9393079977311402
Деятельность ресторанов и услуги по доставке продуктов питания,56.10,2021.0,1.0
Деятельность ресторанов и услуги по доставке продуктов питания,56.10,2022.0,0.9976851851851852
Деятельность ресторанов и услуги по доставке продуктов питания,56.10,2023.0,0.9900497512437811
Деятельность ресторанов и услуги по доставке продуктов питания,56.10,2024.0,0.9503464203233256
"Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания",56.10.1,2021.0,1.0
"Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания",56.10.1,2022.0,0.998661311914324
"Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания",56.10.1,2023.0,1.0058224163027656
"Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания",56.10.1,2024.0,0.9659574468085106
"Деятельность по приготовлению и/или продаже пищи, готовой к непосредственному употреблению на месте, с транспортных средств или передвижных лавок",56.10.2,2021.0,1.0
"Деятельность по приготовлению и/или продаже пищи, готовой к непосредственному употреблению на месте, с транспортных средств или передвижных лавок",56.10.2,2022.0,1.0
"Деятельность по приготовлению и/или продаже пищи, готовой к непосредственному употреблению на месте, с транспортных средств или передвижных лавок",56.10.2,2023.0,1.0769230769230769
"Деятельность по приготовлению и/или продаже пищи, готовой к непосредственному употреблению на месте, с транспортных средств или передвижных лавок",56.10.2,2024.0,0.9090909090909091
Деятельность предприятий общественного питания с обслуживанием на вынос,56.10.21,2021.0,1.0
Деятельность предприятий общественного питания с обслуживанием на вынос,56.10.21,2022.0,1.0
Деятельность предприятий общественного питания с обслуживанием на вынос,56.10.21,2023.0,1.0909090909090908
Деятельность предприятий общественного питания с обслуживанием на вынос,56.10.21,2024.0,0.8888888888888888
"Деятельность передвижных продовольственных лавок по приготовлению и/или продаже пищи, готовой к употреблению",56.10.22,2021.0,1.0
"Деятельность передвижных продовольственных лавок по приготовлению и/или продаже пищи, готовой к употреблению",56.10.22,2022.0,1.0
"Деятельность передвижных продовольственных лавок по приготовлению и/или продаже пищи, готовой к употреблению",56.10.22,2023.0,1.0
"Деятельность передвижных продовольственных лавок по приготовлению и/или продаже пищи, готовой к употреблению",56.10.22,2024.0,1.0
Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,56.10.3,2021.0,1.0
Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,56.10.3,2022.0,1.0
Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,56.10.3,2023.0,1.0
Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах,56.10.3,2024.0,1.0
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий и прочим видам организации питания,56.2,2021.0,1.0
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий и прочим видам организации питания,56.2,2022.0,0.9990234375
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий и прочим видам организации питания,56.2,2023.0,0.9491525423728814
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий и прочим видам организации питания,56.2,2024.0,0.9304152637485971
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий,56.21,2021.0,1.0
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий,56.21,2022.0,1.0
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий,56.21,2023.0,0.75
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий,56.21,2024.0,0.5
Деятельность предприятий общественного питания по прочим видам организации питания,56.29,2021.0,1.0
Деятельность предприятий общественного питания по прочим видам организации питания,56.29,2022.0,0.9990205680705191
Деятельность предприятий общественного питания по прочим видам организации питания,56.29,2023.0,0.9500567536889898
Деятельность предприятий общественного питания по прочим видам организации питания,56.29,2024.0,0.9323562570462233
"Деятельность организаций общественного питания, поставляющих готовую пищу (для транспортных и строительных компаний, туристическим группам, личному составу вооруженных сил, предприятиям розничной торговли и другим группам потребителей) по договору",56.29.1,2021.0,1.0
"Деятельность организаций общественного питания, поставляющих готовую пищу (для транспортных и строительных компаний, туристическим группам, личному составу вооруженных сил, предприятиям розничной торговли и другим группам потребителей) по договору",56.29.1,2022.0,1.0
"Деятельность организаций общественного питания, поставляющих готовую пищу (для транспортных и строительных компаний, туристическим группам, личному составу вооруженных сил, предприятиям розничной торговли и другим группам потребителей) по договору",56.29.1,2023.0,0.8674698795180723
"Деятельность организаций общественного питания, поставляющих готовую пищу (для транспортных и строительных компаний, туристическим группам, личному составу вооруженных сил, предприятиям розничной торговли и другим группам потребителей) по договору",56.29.1,2024.0,0.9649122807017544
Деятельность столовых и буфетов при предприятиях и учреждениях,56.29.2,2021.0,1.0
Деятельность столовых и буфетов при предприятиях и учреждениях,56.29.2,2022.0,0.9979166666666667
Деятельность столовых и буфетов при предприятиях и учреждениях,56.29.2,2023.0,0.9797160243407708
Деятельность столовых и буфетов при предприятиях и учреждениях,56.29.2,2024.0,0.92
"Деятельность по доставке продуктов питания учебным, спортивным и прочим учреждениям (по льготным ценам)",56.29.3,2021.0,1.0
"Деятельность по доставке продуктов питания учебным, спортивным и прочим учреждениям (по льготным ценам)",56.29.3,2022.0,1.0
"Деятельность по доставке продуктов питания учебным, спортивным и прочим учреждениям (по льготным ценам)",56.29.3,2023.0,1.0
"Деятельность по доставке продуктов питания учебным, спортивным и прочим учреждениям (по льготным ценам)",56.29.3,2024.0,0.9166666666666666
"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",56.29.4,2021.0,1.0
"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",56.29.4,2022.0,1.0
"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",56.29.4,2023.0,1.0
"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",56.29.4,2024.0,1.0
Подача напитков,56.30,2021.0,1.0
Подача напитков,56.30,2022.0,1.0
Подача напитков,56.30,2023.0,0.5714285714285714
Подача напитков,56.30,2024.0,0.6666666666666666
Деятельность издательская,58,2017.0,1.0
Деятельность издательская,58,2018.0,0.9996001599360256
Деятельность издательская,58,2019.0,1.0
Деятельность издательская,58,2021.0,1.0
Деятельность издательская,58,2022.0,1.0
Деятельность издательская,58,2023.0,0.9796305068687826
Деятельность издательская,58,2024.0,0.9426506024096386
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2017.0,1.0
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2018.0,0.9995995194233079
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2019.0,1.0
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2021.0,1.0
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2022.0,1.0
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2023.0,0.9799426934097422
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2024.0,0.9430933852140078
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11,2018.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11,2019.0,1.0
Издание книг,58.11,2021.0,1.0
Издание книг,58.11,2022.0,1.0
Издание книг,58.11,2023.0,0.9426751592356688
Издание книг,58.11,2024.0,0.8554913294797688
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11.1,2021.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11.1,2022.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11.1,2023.0,0.9223300970873787
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде",58.11.1,2024.0,0.9213483146067416
"Издание атласов, карт и таблиц, в том числе для слепых, в печатном виде",58.11.2,2018.0,1.0
"Издание атласов, карт и таблиц, в том числе для слепых, в печатном виде",58.11.2,2019.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях",58.11.2,2021.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях",58.11.2,2022.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях",58.11.2,2023.0,1.0
"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях",58.11.2,2024.0,1.0
Издание адресных справочников и списков адресатов,58.12,2021.0,1.0
Издание адресных справочников и списков адресатов,58.12,2022.0,1.0
Издание адресных справочников и списков адресатов,58.12,2023.0,1.0
Издание адресных справочников и списков адресатов,58.12,2024.0,1.0
Издание справочников в печатном виде,58.12.1,2022.0,1.0
Издание справочников в печатном виде,58.12.1,2023.0,1.0
Издание справочников в печатном виде,58.12.1,2024.0,1.0
Издание газет,58.13,2021.0,1.0
Издание газет,58.13,2022.0,1.0
Издание газет,58.13,2023.0,0.9922848664688427
Издание газет,58.13,2024.0,0.9626454378444581
Издание газет в печатном виде,58.13.1,2021.0,1.0
Издание газет в печатном виде,58.13.1,2022.0,1.0
Издание газет в печатном виде,58.13.1,2023.0,0.9903846153846154
Издание газет в печатном виде,58.13.1,2024.0,0.967741935483871
Издание газет на электронных носителях,58.13.2,2021.0,1.0
Издание газет на электронных носителях,58.13.2,2022.0,1.0
Издание газет на электронных носителях,58.13.2,2023.0,0.75
Издание газет на электронных носителях,58.13.2,2024.0,0.75
Издание журналов и периодических публикаций в печатном виде,58.14,2018.0,1.0
Издание журналов и периодических публикаций в печатном виде,58.14,2019.0,1.0
Издание журналов и периодических изданий,58.14,2021.0,1.0
Издание журналов и периодических изданий,58.14,2022.0,1.0
Издание журналов и периодических изданий,58.14,2023.0,0.9325842696629213
Издание журналов и периодических изданий,58.14,2024.0,0.8603351955307262
Издание журналов и периодических публикаций в печатном виде,58.14.1,2021.0,1.0
Издание журналов и периодических публикаций в печатном виде,58.14.1,2022.0,1.0
Издание журналов и периодических публикаций в печатном виде,58.14.1,2023.0,0.9545454545454546
Издание журналов и периодических публикаций в печатном виде,58.14.1,2024.0,0.9285714285714286
Издание журналов и периодических публикаций на электронных носителях,58.14.2,2021.0,1.0
Издание журналов и периодических публикаций на электронных носителях,58.14.2,2022.0,1.0
Издание журналов и периодических публикаций на электронных носителях,58.14.2,2023.0,1.1111111111111112
Издание журналов и периодических публикаций на электронных носителях,58.14.2,2024.0,0.625
Виды издательской деятельности прочие,58.19,2021.0,1.0
Виды издательской деятельности прочие,58.19,2022.0,1.0
Виды издательской деятельности прочие,58.19,2023.0,0.8888888888888888
Виды издательской деятельности прочие,58.19,2024.0,0.9130434782608695
